@relation glass5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs Class
@data
1.5215, 13.0509, 3.6504, 0.871, 72.218, 0.1925, 9.8524, 0.0, 0.0867, negative
1.516, 12.7915, 3.61, 1.6189, 72.9684, 0.6396, 8.0662, 0.0, 0.1326, negative
1.5173, 13.0176, 3.5381, 1.6896, 72.7276, 0.5403, 8.4428, 0.0, 0.0357, negative
1.5178, 13.2104, 3.3899, 1.33, 72.7612, 0.5899, 8.5934, 0.0, 0.0, negative
1.5176, 13.4831, 3.7402, 1.1695, 72.9908, 0.5899, 8.0339, 0.0, 0.0, negative
1.5215, 13.0509, 3.6504, 0.871, 72.3188, 0.1925, 9.8524, 0.0, 0.0867, negative
1.5174, 13.2969, 3.601, 1.1406, 73.0916, 0.5775, 8.1738, 0.0, 0.0, negative
1.5157, 12.7183, 3.4618, 1.5612, 73.198, 0.6707, 8.0877, 0.0, 0.1224, negative
1.5172, 12.8713, 3.4798, 1.33, 73.0412, 0.5589, 8.432, 0.0, 0.0, negative
1.5187, 13.1905, 3.372, 1.1792, 72.722, 0.5713, 8.8302, 0.0, 0.0816, negative
1.5217, 13.5097, 3.8614, 0.8806, 71.7924, 0.2298, 9.5403, 0.0, 0.0561, negative
1.5176, 12.9977, 3.601, 1.3589, 72.9908, 0.5713, 8.3998, 0.0, 0.0561, negative
1.5176, 12.8115, 3.5381, 1.2305, 73.2372, 0.5775, 8.389, 0.0, 0.0, negative
1.5175, 12.5721, 3.4708, 1.3814, 73.3884, 0.6024, 8.5504, 0.0, 0.0306, negative
1.5232, 13.7225, 3.7222, 0.5115, 71.7476, 0.0869, 10.568, 0.0, 0.0816, negative
1.523, 13.3102, 3.5785, 0.8196, 71.9884, 0.118, 10.1752, 0.0, 0.0153, negative
1.521, 13.6427, 4.49, 1.0989, 71.7812, 0.0621, 8.7548, 0.0, 0.0, negative
1.5175, 12.8181, 3.5516, 1.4905, 72.75, 0.5403, 8.5181, 0.0, 0.0969, negative
1.5221, 14.208, 3.821, 0.4698, 71.77, 0.1118, 9.5726, 0.0, 0.0, negative
1.5267, 13.9885, 3.6998, 0.7105, 71.5684, 0.0186, 9.8201, 0.0, 0.051, negative
1.5193, 13.1972, 3.3316, 1.2787, 72.358, 0.6024, 9.1422, 0.0, 0.0561, negative
1.5217, 13.4831, 3.7402, 0.8999, 72.0108, 0.1801, 9.6049, 0.0, 0.0357, negative
1.5162, 13.5297, 3.5516, 1.5387, 72.9908, 0.3912, 7.7757, 0.0, 0.0, negative
1.5176, 12.612, 3.592, 1.3108, 73.2876, 0.5775, 8.4966, 0.0, 0.0, negative
1.5177, 12.5587, 3.5202, 1.4296, 73.1476, 0.5713, 8.5396, 0.0, 0.0, negative
1.518, 12.7383, 3.4798, 1.3493, 72.9572, 0.6396, 8.6795, 0.0, 0.0, negative
1.5181, 13.4299, 2.8691, 1.1888, 72.8396, 0.5527, 9.0346, 0.0, 0.0, negative
1.5174, 13.2703, 3.6189, 1.2402, 73.0804, 0.5527, 8.0662, 0.0, 0.0, negative
1.5175, 12.858, 3.5606, 1.2691, 73.2092, 0.5403, 8.3782, 0.0, 0.0867, negative
1.5174, 12.7782, 3.6189, 1.2915, 72.7892, 0.5899, 8.701, 0.0, 0.0, negative
1.5177, 12.4523, 2.712, 1.2915, 73.702, 0.5589, 9.0561, 0.0, 0.1224, negative
1.5191, 13.6028, 3.6189, 1.1085, 72.638, 0.1428, 8.7548, 0.0, 0.0, negative
1.5157, 13.2903, 3.4483, 1.2113, 72.7388, 0.5589, 8.5719, 0.0, 0.0, negative
1.5223, 14.168, 3.812, 0.7811, 71.35, 0.0, 9.691, 0.0, 0.0, negative
1.5197, 14.7732, 3.7492, 0.29, 72.022, 0.0311, 9.0023, 0.0, 0.0, negative
1.5178, 13.2104, 2.8107, 1.2915, 72.9796, 0.5092, 9.0238, 0.0, 0.459, negative
1.522, 14.3609, 3.8479, 0.8903, 71.3612, 0.149, 9.153, 0.0, 0.0, negative
1.519, 13.4898, 3.4798, 1.3493, 71.9492, 0.5527, 9.0023, 0.0, 0.0, negative
1.5185, 13.6427, 3.8704, 1.2691, 71.9604, 0.5403, 8.3244, 0.0, 0.1632, negative
1.5182, 13.7225, 0.0, 0.5596, 74.4524, 0.0, 10.9929, 0.0, 0.0, negative
1.5166, 12.9312, 3.5381, 1.6189, 72.9572, 0.6396, 8.0339, 0.0, 0.1071, negative
1.5171, 12.9977, 3.4708, 1.7891, 72.722, 0.6583, 8.1846, 0.0, 0.0, negative
1.5185, 13.1972, 3.6279, 1.07, 72.8284, 0.5713, 8.4105, 0.0914, 0.0867, negative
1.5181, 12.9578, 2.9589, 1.4296, 72.918, 0.6024, 8.7871, 0.1386, 0.0, negative
1.5165, 13.41, 3.5516, 1.2498, 72.8116, 0.6831, 8.0985, 0.0, 0.0, negative
1.5163, 12.7117, 3.3316, 1.4905, 73.282, 0.6707, 8.2384, 0.0, 0.0, negative
1.5189, 13.4632, 3.83, 1.2594, 72.5484, 0.5713, 8.2061, 0.0, 0.0714, negative
1.5218, 13.7491, 1.0103, 1.3589, 72.19, 0.3291, 11.1436, 0.0, 0.0, negative
1.5163, 12.9977, 3.5785, 1.5387, 72.8284, 0.6086, 8.0447, 0.0, 0.0, negative
1.5162, 13.0109, 3.5022, 1.4809, 72.89, 0.6024, 8.12, 0.0, 0.0, negative
1.5167, 12.9378, 3.61, 1.2594, 72.75, 0.5589, 8.6042, 0.0, 0.0, negative
1.5261, 13.7026, 0.0, 1.3589, 71.238, 0.1925, 13.4354, 0.0, 0.051, negative
1.5169, 13.3301, 3.5381, 1.6093, 72.5428, 0.6831, 8.1092, 0.0, 0.0, negative
1.5165, 13.4432, 3.61, 1.5387, 72.3916, 0.6583, 8.0339, 0.0, 0.0, negative
1.5174, 12.1997, 3.2508, 1.1599, 73.5508, 0.621, 8.8947, 0.0, 0.1224, negative
1.5183, 13.237, 3.9018, 1.4103, 72.33, 0.5527, 8.3137, 0.0, 0.051, negative
1.5184, 12.8514, 3.6683, 1.2402, 72.5708, 0.621, 8.6795, 0.0, 0.1785, negative
1.5159, 13.0907, 3.592, 1.5194, 73.0972, 0.6707, 7.8295, 0.0, 0.0, negative
1.5159, 13.0907, 3.5202, 1.5515, 72.8676, 0.6831, 8.0447, 0.0, 0.459, negative
1.5159, 13.1174, 3.4079, 1.5804, 73.2596, 0.0683, 8.389, 0.0, 0.0969, negative
1.5182, 12.6186, 2.7614, 0.8293, 73.8084, 0.3478, 9.422, 0.0, 0.102, negative
1.5185, 13.0974, 3.9692, 1.1888, 72.442, 0.6024, 8.432, 0.0, 0.0, negative
1.5208, 13.7823, 2.2809, 1.4296, 71.9884, 0.4906, 9.8524, 0.0, 0.0867, negative
1.5161, 13.922, 3.5202, 1.2498, 72.8788, 0.3726, 7.9371, 0.0, 0.0714, negative
1.5159, 12.858, 3.5202, 2.1197, 72.6604, 0.6893, 7.9694, 0.0, 0.0, negative
1.5241, 13.8289, 2.9005, 1.1695, 71.1484, 0.0807, 10.7885, 0.0, 0.0, negative
1.5165, 13.5629, 3.5696, 1.4713, 72.4476, 0.6396, 7.9586, 0.0, 0.0, negative
1.5181, 13.4299, 3.9781, 1.1792, 72.4924, 0.5775, 8.1523, 0.0, 0.0, negative
1.5163, 13.3368, 3.5696, 1.5708, 72.8676, 0.6086, 7.894, 0.0, 0.0, negative
1.5165, 13.4033, 3.4887, 1.5194, 72.6492, 0.6707, 8.077, 0.0, 0.051, negative
1.5222, 14.4274, 0.0, 0.9994, 72.6716, 0.0994, 11.5202, 0.0, 0.0408, negative
1.5274, 11.0226, 0.0, 0.749, 73.0804, 0.0, 14.9634, 0.0, 0.0, negative
1.5169, 13.2304, 3.5381, 1.4809, 72.8396, 0.5589, 8.0985, 0.0, 0.0, negative
1.5181, 13.3301, 3.8479, 1.2498, 72.778, 0.5216, 8.12, 0.0, 0.0, negative
1.5166, 12.8514, 3.5112, 1.4392, 73.0076, 0.6831, 8.2276, 0.5985, 0.1275, negative
1.5157, 14.8597, 3.6683, 1.7409, 71.8708, 0.1615, 7.356, 0.0, 0.0612, negative
1.5186, 13.3567, 3.4304, 1.4296, 72.2628, 0.5092, 8.6042, 0.0, 0.0, negative
1.5173, 12.3526, 2.7209, 1.6286, 72.8676, 0.7017, 9.2283, 0.0, 0.0, negative
1.5171, 13.4831, 3.4798, 1.7088, 72.5204, 0.621, 7.9909, 0.0, 0.0, negative
1.5159, 13.0176, 3.5785, 1.5098, 73.1196, 0.6893, 7.9586, 0.0, 0.0, negative
1.5184, 12.9312, 3.7402, 1.1085, 72.2796, 0.6396, 8.9593, 0.0, 0.1122, negative
1.5339, 12.2994, 0.0, 0.9994, 70.1628, 0.118, 16.19, 0.0, 0.1224, negative
1.5202, 13.9818, 1.3515, 1.6286, 71.7588, 0.3912, 10.5625, 0.0, 0.51, negative
1.518, 13.7092, 3.9287, 1.5387, 71.8092, 0.5403, 8.2061, 0.0, 0.0765, negative
1.5159, 12.8181, 3.5202, 1.9014, 72.862, 0.6893, 7.9694, 0.0, 0.0, negative
1.5164, 12.5521, 3.4798, 1.8693, 73.2316, 0.6272, 8.077, 0.0, 0.459, negative
1.5159, 13.237, 3.3406, 1.4713, 73.0972, 0.3912, 8.2168, 0.0, 0.0, negative
1.5165, 12.7516, 2.8512, 1.4392, 73.2708, 0.5713, 8.7871, 0.1103, 0.1122, negative
1.5167, 13.2969, 3.6414, 1.5291, 72.5316, 0.6521, 8.0339, 0.0, 0.1479, negative
1.5218, 13.1972, 3.6818, 1.1503, 72.75, 0.5403, 8.5181, 0.0, 0.0, negative
1.5167, 12.8713, 3.5606, 1.6414, 73.142, 0.6521, 7.9909, 0.0, 0.0, negative
1.516, 13.0176, 3.5606, 1.5387, 73.1084, 0.7204, 7.9048, 0.0, 0.0, negative
1.5312, 10.73, 0.0, 2.1004, 69.81, 0.5775, 13.2956, 3.15, 0.1428, negative
1.5185, 13.41, 3.8883, 1.33, 72.3804, 0.5092, 8.2814, 0.0, 0.0, negative
1.5207, 13.5496, 2.0878, 1.6703, 72.1788, 0.5279, 9.5726, 0.2709, 0.0867, negative
1.5167, 12.7915, 3.5202, 1.5387, 73.3604, 0.6583, 7.9048, 0.0, 0.0, negative
1.5166, 12.991, 3.1789, 1.2305, 72.9684, 0.5775, 8.8086, 0.0, 0.1224, negative
1.5161, 13.3301, 3.5291, 1.3397, 72.6716, 0.5589, 8.3352, 0.0, 0.0, negative
1.5166, 13.1373, 3.4483, 1.7602, 72.4812, 0.6024, 8.3782, 0.0, 0.0867, negative
1.5165, 13.0375, 3.3989, 1.2594, 73.0076, 0.5216, 8.5827, 0.0, 0.0, negative
1.5221, 14.188, 3.7806, 0.9095, 71.3612, 0.2298, 9.1422, 0.0, 0.1887, negative
1.5178, 13.6427, 3.6504, 0.6495, 73.002, 0.0621, 8.927, 0.0, 0.0, negative
1.518, 13.503, 3.3585, 1.6286, 71.938, 0.5713, 8.8086, 0.0, 0.459, negative
1.5161, 13.4232, 3.3989, 1.2209, 72.6884, 0.5899, 8.3244, 0.0, 0.0, negative
1.5194, 13.6427, 3.5381, 0.749, 72.6492, 0.1615, 8.8947, 0.1512, 0.1224, negative
1.5177, 13.6494, 3.6593, 1.1085, 72.7724, 0.1118, 8.6042, 0.0, 0.0, negative
1.5167, 13.237, 3.5696, 1.3814, 72.6996, 0.5589, 8.4428, 0.0, 0.051, negative
1.5165, 13.41, 3.3899, 1.2787, 72.638, 0.5216, 8.6472, 0.0, 0.0, negative
1.5213, 14.321, 3.9018, 0.8293, 71.5012, 0.0, 9.4865, 0.0, 0.0, negative
1.5197, 12.6386, 0.0, 1.651, 73.7524, 0.3788, 11.5309, 0.0, 0.0, negative
1.5191, 12.7317, 1.8499, 1.8597, 72.6884, 0.6024, 10.0891, 0.0, 0.0, negative
1.5151, 14.0084, 2.6805, 3.5, 69.8884, 1.6829, 5.8712, 2.1987, 0.0, negative
1.5132, 13.0176, 0.0, 3.041, 70.482, 6.21, 6.9579, 0.0, 0.0, negative
1.5132, 12.9977, 0.0, 3.0185, 70.7004, 6.21, 6.9256, 0.0, 0.0, negative
1.5167, 12.858, 0.0, 1.8308, 73.8812, 0.9688, 10.1752, 0.0, 0.0, negative
1.5237, 13.4432, 0.0, 1.5804, 72.218, 0.3229, 12.2411, 0.0, 0.0, negative
1.5204, 13.3767, 0.0, 1.4007, 72.2516, 0.3291, 12.4993, 0.0, 0.0, negative
1.5199, 13.2703, 0.0, 1.7602, 73.03, 0.472, 11.3157, 0.0, 0.0, negative
1.5217, 11.5612, 1.8813, 1.5612, 72.862, 0.472, 11.4126, 0.0, 0.0, negative
1.5111, 17.38, 0.0, 0.3414, 75.41, 0.0, 6.6459, 0.0, 0.0, positive
1.5194, 13.789, 2.4111, 1.1888, 72.7612, 0.0, 9.7663, 0.0, 0.0, positive
1.5183, 14.4606, 2.2405, 1.6189, 72.3804, 0.0, 9.2606, 0.0, 0.0, positive
1.5185, 14.0883, 2.1911, 1.6607, 72.6716, 0.0, 9.3251, 0.0, 0.0, positive
1.513, 14.4008, 1.7421, 1.5387, 74.5476, 0.0, 7.5928, 0.0, 0.0, positive
1.5189, 14.9926, 0.7813, 1.7409, 72.498, 0.0, 9.9492, 0.0, 0.0, positive
1.5191, 14.0018, 2.3887, 1.5612, 72.3692, 0.0, 9.5726, 0.0, 0.0, positive
1.5161, 13.8821, 1.778, 1.7891, 73.0972, 0.0, 8.6688, 0.7591, 0.0, negative
1.5225, 14.8597, 2.2001, 2.0587, 70.258, 0.7576, 9.7555, 0.0, 0.0, negative
1.5165, 11.9469, 0.0, 1.1888, 75.1804, 2.7014, 8.927, 0.0, 0.0, negative
1.5206, 14.3609, 0.0, 2.0202, 73.422, 0.0, 8.4428, 1.6412, 0.0, negative
1.5113, 13.6892, 3.2014, 1.8115, 72.8116, 1.7574, 5.43, 1.1907, 0.0, negative
1.5156, 13.8688, 0.0, 2.5402, 73.2316, 0.1428, 9.4112, 0.8095, 0.0051, negative
1.5164, 14.3675, 0.0, 2.7392, 72.8508, 0.0, 9.4542, 0.5386, 0.0, negative
1.5232, 13.4432, 3.3406, 1.2305, 72.3804, 0.6024, 8.8302, 0.0, 0.0, negative
1.5155, 14.1415, 0.0, 2.6814, 73.3884, 0.0807, 9.0669, 0.6111, 0.0255, negative
1.5165, 14.3809, 0.0, 1.9399, 73.6124, 0.0, 8.4751, 1.5687, 0.0, negative
1.5168, 14.5604, 0.0, 1.9785, 73.2876, 0.0, 8.5181, 1.5687, 0.0357, negative
1.5172, 14.7532, 0.0, 2.0009, 73.0188, 0.0, 8.5289, 1.5908, 0.0408, negative
1.5162, 14.9527, 0.0, 2.2706, 73.2988, 0.0, 8.7118, 0.671, 0.0, negative
1.5171, 14.2279, 0.0, 2.0812, 73.3604, 0.0, 8.615, 1.6695, 0.0, negative
1.5237, 15.7906, 1.8319, 1.3108, 70.4316, 0.3105, 8.615, 1.6789, 0.0, negative
1.5151, 14.853, 0.0, 2.4214, 73.7188, 0.0, 8.389, 0.5607, 0.0, negative
1.5168, 14.9195, 0.0, 1.9913, 73.58, 0.0, 8.3998, 1.5908, 0.0, negative
1.5162, 14.2013, 0.0, 2.7906, 73.4612, 0.0373, 9.0454, 0.4001, 0.459, negative
1.5153, 14.3809, 0.0, 2.659, 73.0972, 0.0373, 9.0776, 0.6394, 0.0, negative
1.5161, 15.126, 0.0, 2.5113, 73.0524, 0.0497, 8.8302, 0.5292, 0.0, negative
1.5183, 14.3875, 0.0, 1.8212, 72.862, 1.4097, 6.4737, 2.8791, 0.0, negative
1.516, 14.853, 0.0, 2.3797, 73.282, 0.0, 8.7548, 0.6394, 0.459, negative
1.5162, 14.1415, 0.0, 2.8805, 72.61, 0.0807, 9.1852, 1.0615, 0.0, negative
1.5166, 14.7998, 0.0, 1.9913, 73.1084, 0.0, 8.2814, 1.7105, 0.0, negative
1.5173, 14.9527, 0.0, 1.7987, 72.9908, 0.0, 8.615, 1.5498, 0.0, negative
1.5115, 17.2073, 0.1149, 0.4106, 75.2664, 0.0, 6.7864, 0.0, 0.0, positive
1.5156, 14.2534, 1.9538, 1.5962, 73.6631, 0.0, 8.4096, 0.0, 0.0, positive
1.5193, 13.8371, 2.4061, 1.273, 72.6725, 0.0, 9.7225, 0.0, 0.0, positive
1.5186, 14.258, 1.9265, 1.6757, 72.639, 0.0, 9.4423, 0.0, 0.0, positive
1.5193, 13.955, 2.1863, 1.2649, 72.7249, 0.0, 9.7915, 0.0, 0.0, positive
1.5181, 14.1154, 2.1522, 1.6501, 72.8344, 0.0, 9.1748, 0.0, 0.0, positive
1.5152, 14.4263, 1.9545, 1.5729, 73.624, 0.0, 8.3035, 0.0, 0.0, positive
1.5185, 14.2024, 2.2063, 1.6479, 72.5824, 0.0, 9.3053, 0.0, 0.0, positive
1.519, 14.4856, 1.6038, 1.6489, 72.4321, 0.0, 9.7565, 0.0, 0.0, positive
1.5186, 14.7151, 1.5426, 1.6773, 72.4366, 0.0, 9.5899, 0.0, 0.0, positive
1.5172, 13.9979, 2.1827, 1.3082, 73.371, 0.0, 9.0243, 0.0, 0.0, positive
1.519, 14.0083, 2.3738, 1.5687, 72.392, 0.0, 9.554, 0.0, 0.0, positive
1.5135, 14.453, 1.6573, 1.5565, 74.3667, 0.0, 7.8007, 0.0, 0.0, positive
1.5148, 14.2843, 1.931, 1.5453, 73.9113, 0.0, 8.1711, 0.0, 0.0, positive
1.5188, 14.878, 0.9601, 1.7307, 72.52, 0.0, 9.8701, 0.0, 0.0, positive
1.5154, 14.4278, 1.9669, 1.5749, 73.57, 0.0, 8.3451, 0.0, 0.0, positive
1.5132, 14.4178, 1.7146, 1.5445, 74.4889, 0.0, 7.6603, 0.0, 0.0, positive
1.5145, 14.2612, 1.8948, 1.4588, 74.1399, 0.0, 8.0889, 0.0, 0.0, positive
1.5157, 15.3757, 1.3457, 0.8143, 73.9316, 0.0, 8.3875, 0.0, 0.0, positive
1.5186, 14.2704, 2.2888, 1.4971, 72.4883, 0.0, 9.4038, 0.0, 0.0, positive
1.5187, 14.6477, 1.319, 1.7103, 72.5642, 0.0, 9.7112, 0.0, 0.0, positive
1.5146, 15.9668, 1.0846, 0.9598, 73.9435, 0.0, 7.9116, 0.0, 0.0, positive
1.515, 14.2106, 1.9501, 1.4299, 73.9922, 0.0, 8.2685, 0.0, 0.0, positive
1.5192, 13.8346, 2.3776, 1.2607, 72.7475, 0.0, 9.6991, 0.0, 0.0, positive
1.5187, 14.0579, 2.2604, 1.6258, 72.5656, 0.0, 9.4119, 0.0, 0.0, positive
1.5193, 14.0192, 2.0994, 1.2944, 72.7109, 0.0, 9.8013, 0.0, 0.0, positive
1.5189, 14.6896, 1.2728, 1.6859, 72.4586, 0.0, 9.834, 0.0, 0.0, positive
1.5177, 13.9483, 2.2369, 1.2799, 73.2264, 0.0, 9.2002, 0.0, 0.0, positive
1.5187, 14.1893, 2.3281, 1.5848, 72.3738, 0.0, 9.4451, 0.0, 0.0, positive
1.5184, 14.0975, 2.1778, 1.6571, 72.7272, 0.0, 9.2737, 0.0, 0.0, positive
1.5167, 14.4427, 2.0913, 1.5949, 73.0293, 0.0, 8.7612, 0.0, 0.0, positive
1.5193, 13.9446, 2.2005, 1.2602, 72.7272, 0.0, 9.7899, 0.0, 0.0, positive
1.5193, 13.8483, 2.3308, 1.216, 72.7482, 0.0, 9.7753, 0.0, 0.0, positive
1.5191, 14.48, 1.4754, 1.5058, 72.6101, 0.0, 9.8713, 0.0, 0.0, positive
1.5188, 14.1798, 2.3312, 1.5836, 72.3735, 0.0, 9.4515, 0.0, 0.0, positive
1.5185, 14.0905, 2.1914, 1.6604, 72.6699, 0.0, 9.3247, 0.0, 0.0, positive
1.5123, 15.457, 1.1245, 1.1142, 74.8533, 0.0, 7.2571, 0.0, 0.0, positive
1.5193, 13.8072, 2.4065, 1.2004, 72.7509, 0.0, 9.7526, 0.0, 0.0, positive
1.5161, 15.3642, 1.5471, 1.2235, 73.3181, 0.0, 8.4513, 0.0, 0.0, positive
1.5193, 13.8315, 2.4003, 1.216, 72.7371, 0.0, 9.7343, 0.0, 0.0, positive
1.5188, 14.1792, 2.3314, 1.5835, 72.3735, 0.0, 9.452, 0.0, 0.0, positive
1.5187, 14.8815, 1.0861, 1.7154, 72.4734, 0.0, 9.8053, 0.0, 0.0, positive
1.519, 14.1269, 2.1858, 1.5839, 72.3855, 0.0, 9.6201, 0.0, 0.0, positive
1.5168, 14.9229, 1.6498, 0.9212, 73.5976, 0.0, 8.781, 0.0, 0.0, positive
1.5175, 14.7976, 1.9819, 1.4715, 72.7301, 0.0, 8.9588, 0.0, 0.0, positive
1.5188, 14.7523, 1.1559, 1.7196, 72.5441, 0.0, 9.7834, 0.0, 0.0, positive
1.5186, 13.8616, 2.3318, 1.2303, 72.9731, 0.0, 9.5084, 0.0, 0.0, positive
1.5187, 14.0115, 2.2475, 1.5397, 72.6946, 0.0, 9.4382, 0.0, 0.0, positive
1.519, 14.0209, 2.3825, 1.5636, 72.3697, 0.0, 9.5596, 0.0, 0.0, positive
1.5193, 13.8137, 2.4085, 1.2321, 72.7157, 0.0, 9.7438, 0.0, 0.0, positive
1.518, 13.9249, 2.2625, 1.2665, 73.158, 0.0, 9.2835, 0.0, 0.0, positive
1.5155, 14.2384, 2.0053, 1.5478, 73.6609, 0.0, 8.3986, 0.0, 0.0, positive
1.5184, 14.38, 2.261, 1.5673, 72.4261, 0.0, 9.3213, 0.0, 0.0, positive
1.5144, 14.2634, 1.8924, 1.4601, 74.1463, 0.0, 8.081, 0.0, 0.0, positive
1.5184, 14.0431, 2.3217, 1.5588, 72.5949, 0.0, 9.3675, 0.0, 0.0, positive
1.5183, 14.0989, 2.1759, 1.6565, 72.7353, 0.0, 9.2663, 0.0, 0.0, positive
1.5163, 14.0884, 2.0837, 1.36, 73.6354, 0.0, 8.7026, 0.0, 0.0, positive
1.5184, 14.3259, 2.2226, 1.634, 72.4858, 0.0, 9.2839, 0.0, 0.0, positive
1.5144, 14.4171, 1.8781, 1.5606, 73.9565, 0.0, 8.0477, 0.0, 0.0, positive
1.5162, 14.2202, 2.0015, 1.6092, 73.4637, 0.0, 8.5936, 0.0, 0.0, positive
1.5134, 14.376, 1.7824, 1.5401, 74.412, 0.0, 7.716, 0.0, 0.0, positive
1.5149, 14.2757, 1.9448, 1.5457, 73.8648, 0.0, 8.2134, 0.0, 0.0, positive
1.5186, 14.0302, 2.3426, 1.5596, 72.5244, 0.0, 9.4315, 0.0, 0.0, positive
1.5137, 14.473, 1.625, 1.5633, 74.2977, 0.0, 7.8801, 0.0, 0.0, positive
1.5185, 14.0846, 2.1938, 1.655, 72.6727, 0.0, 9.3305, 0.0, 0.0, positive
1.5191, 14.4715, 1.487, 1.5019, 72.612, 0.0, 9.87, 0.0, 0.0, positive
1.5191, 13.9392, 2.3953, 1.4516, 72.4846, 0.0, 9.6296, 0.0, 0.0, positive
1.5148, 15.8692, 1.1595, 1.0025, 73.8421, 0.0, 7.999, 0.0, 0.0, positive
1.5164, 14.2077, 2.0195, 1.614, 73.3888, 0.0, 8.6629, 0.0, 0.0, positive
1.5186, 14.2625, 2.3045, 1.594, 72.3756, 0.0, 9.3953, 0.0, 0.0, positive
1.5185, 14.3078, 2.2899, 1.5997, 72.3767, 0.0, 9.3645, 0.0, 0.0, positive
1.5191, 14.3348, 1.6721, 1.4392, 72.6419, 0.0, 9.8492, 0.0, 0.0, positive
1.5189, 14.9635, 0.8208, 1.7275, 72.5044, 0.0, 9.9448, 0.0, 0.0, positive
1.5184, 14.5475, 2.0022, 1.6389, 72.3996, 0.0, 9.373, 0.0, 0.0, positive
1.5144, 14.4166, 1.8739, 1.5599, 73.9745, 0.0, 8.0338, 0.0, 0.0, positive
1.5186, 14.071, 2.2304, 1.6409, 72.6114, 0.0, 9.3744, 0.0, 0.0, positive
1.5178, 14.1321, 2.1281, 1.6436, 72.9348, 0.0, 9.0821, 0.0, 0.0, positive
1.5187, 14.0616, 2.2521, 1.6299, 72.5782, 0.0, 9.4015, 0.0, 0.0, positive
1.5192, 14.2829, 1.7423, 1.4154, 72.6532, 0.0, 9.8413, 0.0, 0.0, positive
1.5192, 13.9069, 2.3987, 1.395, 72.5441, 0.0, 9.659, 0.0, 0.0, positive
1.5184, 14.3097, 2.2205, 1.6359, 72.4984, 0.0, 9.2867, 0.0, 0.0, positive
1.5184, 14.2927, 2.2182, 1.6378, 72.5117, 0.0, 9.2897, 0.0, 0.0, positive
1.519, 14.1796, 2.1003, 1.5934, 72.3923, 0.0, 9.6402, 0.0, 0.0, positive
1.5156, 15.5421, 1.4105, 1.1457, 73.5027, 0.0, 8.292, 0.0, 0.0, positive
