@relation yeast4
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class  {positive, negative}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.51, 0.51, 0.43, 0.87, 0.5, 0.0, 0.52, 0.22, negative
0.38, 0.61, 0.61, 0.12, 0.5, 0.0, 0.53, 0.47, negative
0.33, 0.55, 0.51, 0.43, 0.5, 0.0, 0.51, 0.22, negative
0.78, 0.74, 0.42, 0.26, 0.5, 0.0, 0.43, 0.22, negative
0.74, 0.67, 0.47, 0.34, 0.5, 0.0, 0.42, 0.22, negative
0.4, 0.45, 0.57, 0.18, 0.5, 0.0, 0.56, 0.26, negative
0.59, 0.53, 0.43, 0.44, 0.5, 0.0, 0.5, 0.22, negative
0.57, 0.53, 0.53, 0.34, 0.5, 0.0, 0.53, 0.22, negative
0.41, 0.54, 0.39, 0.2, 0.5, 0.0, 0.51, 0.22, negative
0.37, 0.36, 0.56, 0.18, 0.5, 0.0, 0.48, 0.26, negative
0.53, 0.31, 0.58, 0.39, 0.5, 0.0, 0.47, 0.37, negative
0.49, 0.39, 0.52, 0.29, 0.5, 0.0, 0.48, 0.22, negative
0.48, 0.39, 0.51, 0.21, 0.5, 0.0, 0.52, 0.28, negative
0.41, 0.53, 0.45, 0.14, 0.5, 0.0, 0.52, 0.66, negative
0.45, 0.46, 0.55, 0.43, 0.5, 0.0, 0.55, 0.38, negative
0.56, 0.48, 0.58, 0.27, 0.5, 0.0, 0.51, 0.22, negative
0.64, 0.59, 0.56, 0.23, 0.5, 0.0, 0.46, 0.22, negative
0.64, 0.56, 0.56, 0.22, 0.5, 0.0, 0.45, 0.22, negative
0.66, 0.62, 0.49, 0.1, 0.5, 0.0, 0.49, 0.22, negative
0.53, 0.44, 0.51, 0.33, 0.5, 0.0, 0.55, 0.22, negative
0.38, 0.49, 0.53, 0.19, 0.5, 0.0, 0.5, 0.22, negative
0.45, 0.58, 0.48, 0.67, 0.5, 0.0, 0.52, 0.22, negative
0.43, 0.35, 0.52, 0.52, 0.5, 0.0, 0.54, 0.22, negative
0.41, 0.46, 0.59, 0.19, 0.5, 0.0, 0.58, 0.27, negative
0.54, 0.48, 0.44, 0.08, 0.5, 0.0, 0.52, 0.27, negative
0.6, 0.47, 0.45, 0.22, 0.5, 0.0, 0.51, 0.29, negative
0.34, 0.46, 0.57, 0.09, 0.5, 0.0, 0.55, 0.22, negative
0.48, 0.54, 0.55, 0.12, 0.5, 0.0, 0.51, 0.22, negative
0.47, 0.39, 0.59, 0.15, 0.5, 0.0, 0.57, 0.22, negative
0.48, 0.42, 0.52, 0.24, 0.5, 0.0, 0.56, 0.22, negative
0.58, 0.51, 0.49, 0.27, 0.5, 0.0, 0.57, 0.29, negative
0.6, 0.5, 0.44, 0.61, 0.5, 0.0, 0.47, 0.22, negative
0.45, 0.55, 0.54, 0.66, 0.5, 0.0, 0.47, 0.22, negative
0.46, 0.49, 0.58, 0.23, 0.5, 0.0, 0.44, 0.22, negative
0.63, 0.53, 0.54, 0.4, 0.5, 0.0, 0.5, 0.22, negative
0.5, 0.54, 0.53, 0.54, 0.5, 0.0, 0.51, 0.27, negative
0.63, 0.57, 0.59, 0.4, 0.5, 0.0, 0.38, 0.22, negative
0.43, 0.57, 0.51, 0.49, 0.5, 0.0, 0.48, 0.22, negative
0.48, 0.45, 0.55, 0.5, 0.5, 0.0, 0.53, 0.22, negative
0.67, 0.62, 0.4, 0.43, 0.5, 0.83, 0.5, 0.22, negative
0.28, 0.58, 0.21, 0.13, 0.5, 0.0, 0.51, 0.22, negative
0.39, 0.44, 0.35, 0.16, 0.5, 0.0, 0.55, 0.22, negative
0.5, 0.52, 0.59, 0.3, 0.5, 0.0, 0.51, 0.35, negative
0.36, 0.46, 0.62, 0.46, 0.5, 0.0, 0.51, 0.33, negative
0.46, 0.38, 0.47, 0.22, 0.5, 0.0, 0.52, 0.27, negative
0.38, 0.5, 0.37, 0.26, 0.5, 0.0, 0.43, 0.22, negative
0.69, 0.7, 0.52, 0.36, 0.5, 0.0, 0.46, 0.22, negative
0.64, 0.57, 0.57, 0.27, 0.5, 0.0, 0.37, 0.22, negative
0.36, 0.43, 0.39, 0.12, 0.5, 0.0, 0.49, 0.22, negative
0.47, 0.52, 0.5, 0.4, 0.5, 0.0, 0.41, 0.22, negative
0.47, 0.39, 0.55, 0.24, 0.5, 0.0, 0.47, 0.22, negative
0.42, 0.35, 0.54, 0.18, 0.5, 0.0, 0.56, 0.22, negative
0.3, 0.56, 0.55, 0.18, 0.5, 0.0, 0.5, 0.22, negative
0.27, 0.6, 0.48, 0.23, 0.5, 0.0, 0.55, 0.22, negative
0.45, 0.41, 0.5, 0.46, 0.5, 0.5, 0.5, 0.27, negative
0.44, 0.52, 0.41, 0.23, 0.5, 0.0, 0.51, 0.22, negative
0.3, 0.32, 0.57, 0.19, 0.5, 0.0, 0.48, 0.55, negative
0.45, 0.51, 0.5, 0.16, 0.5, 0.0, 0.52, 1.0, negative
0.45, 0.45, 0.5, 0.6, 0.5, 0.0, 0.49, 0.22, negative
0.59, 0.67, 0.56, 0.41, 0.5, 0.0, 0.47, 0.22, negative
0.47, 0.47, 0.57, 0.48, 0.5, 0.0, 0.48, 0.22, negative
0.35, 0.52, 0.48, 0.22, 0.5, 0.0, 0.26, 0.22, negative
0.47, 0.41, 0.66, 0.26, 0.5, 0.0, 0.53, 0.22, negative
0.67, 0.62, 0.54, 0.43, 0.5, 0.0, 0.53, 0.22, negative
0.4, 0.38, 0.53, 0.16, 0.5, 0.0, 0.52, 0.27, negative
0.53, 0.51, 0.55, 0.05, 0.5, 0.0, 0.45, 0.25, negative
0.41, 0.4, 0.59, 0.47, 0.5, 0.0, 0.48, 0.43, negative
0.4, 0.62, 0.52, 0.31, 0.5, 0.0, 0.49, 0.31, negative
0.62, 0.51, 0.52, 0.42, 0.5, 0.0, 0.54, 0.27, negative
0.35, 0.58, 0.54, 0.16, 0.5, 0.0, 0.51, 0.22, negative
0.34, 0.54, 0.5, 0.21, 0.5, 0.0, 0.54, 0.31, negative
0.39, 0.58, 0.5, 0.26, 0.5, 0.0, 0.54, 0.59, negative
0.48, 0.54, 0.5, 0.17, 0.5, 0.0, 0.53, 0.22, negative
0.29, 0.32, 0.58, 0.15, 0.5, 0.0, 0.5, 0.3, negative
0.39, 0.47, 0.56, 0.16, 0.5, 0.0, 0.47, 0.22, negative
0.58, 0.48, 0.51, 0.47, 0.5, 0.0, 0.55, 0.22, negative
0.64, 0.6, 0.57, 0.19, 0.5, 0.0, 0.43, 0.22, negative
0.37, 0.46, 0.4, 0.27, 0.5, 0.0, 0.45, 0.22, negative
0.43, 0.57, 0.53, 0.16, 0.5, 0.0, 0.54, 0.22, negative
0.28, 0.37, 0.61, 0.09, 0.5, 0.0, 0.52, 0.55, negative
0.59, 0.48, 0.5, 0.14, 0.5, 0.0, 0.45, 0.25, negative
0.44, 0.39, 0.53, 0.14, 0.5, 0.0, 0.54, 0.44, negative
0.41, 0.39, 0.44, 0.34, 0.5, 0.0, 0.48, 0.4, negative
0.45, 0.43, 0.51, 0.24, 0.5, 0.0, 0.54, 0.33, negative
0.42, 0.31, 0.5, 0.15, 0.5, 0.0, 0.53, 0.22, negative
0.42, 0.43, 0.56, 0.1, 0.5, 0.0, 0.49, 0.22, negative
0.67, 0.71, 0.52, 0.65, 0.5, 0.0, 0.53, 0.36, negative
0.49, 0.47, 0.53, 0.16, 0.5, 0.0, 0.48, 0.27, negative
0.71, 0.59, 0.48, 0.43, 0.5, 0.0, 0.59, 0.22, negative
0.4, 0.42, 0.71, 0.21, 0.5, 0.0, 0.54, 0.32, negative
0.4, 0.42, 0.71, 0.21, 0.5, 0.0, 0.54, 0.32, negative
0.54, 0.49, 0.49, 0.2, 0.5, 0.0, 0.52, 0.22, negative
0.57, 0.51, 0.53, 0.18, 0.5, 0.0, 0.56, 0.25, negative
0.35, 0.45, 0.43, 0.11, 0.5, 0.0, 0.56, 0.22, negative
0.26, 0.44, 0.3, 0.11, 0.5, 0.0, 0.51, 0.47, negative
0.31, 0.44, 0.53, 0.23, 0.5, 0.0, 0.51, 0.32, negative
0.66, 0.45, 0.5, 0.23, 0.5, 0.0, 0.49, 0.22, negative
0.38, 0.68, 0.44, 0.45, 0.5, 0.0, 0.53, 0.22, negative
0.44, 0.38, 0.48, 0.32, 0.5, 0.83, 0.53, 0.22, negative
0.31, 0.31, 0.56, 0.33, 0.5, 0.0, 0.52, 0.33, negative
0.49, 0.31, 0.49, 0.35, 0.5, 0.0, 0.51, 0.29, negative
0.38, 0.37, 0.56, 0.21, 0.5, 0.0, 0.49, 0.22, negative
0.39, 0.4, 0.53, 0.67, 0.5, 0.0, 0.47, 0.22, negative
0.24, 0.34, 0.69, 0.18, 0.5, 0.0, 0.52, 0.22, negative
0.49, 0.43, 0.51, 0.13, 0.5, 0.0, 0.47, 0.22, negative
0.54, 0.38, 0.52, 0.18, 0.5, 0.0, 0.48, 0.22, negative
0.43, 0.57, 0.53, 0.53, 0.5, 0.0, 0.53, 0.25, negative
0.32, 0.57, 0.5, 0.15, 0.5, 0.0, 0.53, 0.22, negative
0.32, 0.42, 0.52, 0.24, 0.5, 0.0, 0.6, 0.22, negative
0.59, 0.5, 0.52, 0.28, 0.5, 0.0, 0.55, 0.25, negative
0.37, 0.42, 0.51, 0.11, 0.5, 0.0, 0.57, 0.22, negative
0.44, 0.42, 0.6, 0.21, 0.5, 0.0, 0.57, 0.22, negative
0.52, 0.51, 0.51, 0.54, 0.5, 0.0, 0.55, 0.27, negative
0.63, 0.56, 0.45, 0.58, 0.5, 0.0, 0.51, 0.22, negative
0.52, 0.56, 0.54, 0.53, 0.5, 0.0, 0.45, 0.22, negative
0.46, 0.43, 0.38, 0.33, 0.5, 0.0, 0.48, 0.28, negative
0.57, 0.57, 0.44, 0.37, 0.5, 0.0, 0.52, 0.25, negative
0.42, 0.31, 0.62, 0.12, 0.5, 0.0, 0.4, 0.22, negative
0.49, 0.46, 0.45, 0.45, 0.5, 0.0, 0.52, 0.22, negative
0.5, 0.52, 0.6, 0.51, 0.5, 0.0, 0.48, 0.22, negative
0.49, 0.6, 0.43, 0.56, 0.5, 0.0, 0.36, 0.22, negative
0.5, 0.41, 0.44, 0.5, 0.5, 0.0, 0.42, 0.22, negative
0.55, 0.45, 0.45, 0.54, 0.5, 0.0, 0.5, 0.22, negative
0.67, 0.68, 0.46, 0.29, 0.5, 0.0, 0.46, 0.22, negative
0.52, 0.4, 0.6, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.77, 0.79, 0.58, 0.23, 0.5, 0.0, 0.48, 0.22, negative
0.7, 0.65, 0.54, 0.28, 0.5, 0.0, 0.6, 0.4, negative
0.56, 0.52, 0.48, 0.17, 0.5, 0.0, 0.46, 0.22, negative
0.57, 0.41, 0.59, 0.24, 0.5, 0.0, 0.4, 0.22, negative
0.56, 0.41, 0.58, 0.21, 0.5, 0.0, 0.42, 0.22, negative
0.53, 0.38, 0.66, 0.25, 0.5, 0.0, 0.43, 0.22, negative
0.34, 0.36, 0.54, 0.11, 0.5, 0.0, 0.36, 0.21, negative
0.37, 0.53, 0.6, 0.19, 0.5, 0.5, 0.42, 0.22, negative
0.41, 0.45, 0.53, 0.17, 0.5, 0.0, 0.51, 0.25, negative
0.82, 0.78, 0.49, 0.23, 0.5, 0.0, 0.46, 0.22, negative
0.41, 0.51, 0.58, 0.15, 0.5, 0.0, 0.45, 0.27, negative
0.38, 0.51, 0.75, 0.17, 0.5, 0.0, 0.55, 0.22, negative
0.53, 0.44, 0.51, 0.33, 0.5, 0.0, 0.52, 0.22, negative
0.46, 0.54, 0.71, 0.15, 0.5, 0.0, 0.59, 0.22, negative
0.4, 0.56, 0.48, 0.14, 0.5, 0.0, 0.47, 0.22, negative
0.53, 0.53, 0.6, 0.13, 0.5, 0.0, 0.49, 0.22, negative
0.42, 0.57, 0.72, 0.22, 0.5, 0.0, 0.57, 0.22, negative
0.45, 0.27, 0.57, 0.36, 0.5, 0.0, 0.52, 0.18, negative
0.51, 0.53, 0.55, 0.14, 0.5, 0.0, 0.51, 0.22, negative
0.44, 0.68, 0.45, 0.51, 0.5, 0.0, 0.52, 0.41, negative
0.27, 0.39, 0.66, 0.11, 0.5, 0.0, 0.44, 0.22, negative
0.55, 0.42, 0.34, 0.3, 0.5, 0.0, 0.52, 0.22, negative
0.34, 0.42, 0.3, 0.23, 0.5, 0.0, 0.53, 0.22, negative
0.59, 0.58, 0.56, 0.21, 0.5, 0.0, 0.54, 0.33, negative
0.39, 0.28, 0.46, 0.12, 0.5, 0.0, 0.41, 0.22, negative
0.35, 0.4, 0.59, 0.22, 0.5, 0.0, 0.47, 0.37, negative
0.23, 0.2, 0.53, 0.2, 0.5, 0.0, 0.44, 0.22, negative
0.6, 0.56, 0.47, 0.2, 0.5, 0.0, 0.5, 0.38, negative
0.41, 0.24, 0.54, 0.26, 0.5, 0.0, 0.41, 0.22, negative
0.47, 0.65, 0.54, 0.62, 0.5, 0.0, 0.53, 0.36, negative
0.43, 0.39, 0.54, 0.14, 0.5, 0.0, 0.47, 0.22, negative
0.5, 0.51, 0.52, 0.09, 0.5, 0.0, 0.48, 0.25, negative
0.53, 0.61, 0.52, 0.21, 0.5, 0.0, 0.55, 0.3, negative
0.46, 0.35, 0.53, 0.16, 0.5, 0.0, 0.51, 0.29, negative
0.46, 0.43, 0.49, 0.79, 0.5, 0.0, 0.49, 0.63, negative
0.51, 0.55, 0.35, 0.16, 0.5, 0.0, 0.51, 0.47, negative
0.61, 0.3, 0.59, 0.12, 0.5, 0.0, 0.49, 0.27, negative
0.36, 0.49, 0.3, 0.22, 0.5, 0.0, 0.52, 0.31, negative
0.55, 0.46, 0.53, 0.11, 0.5, 0.0, 0.52, 0.48, negative
0.45, 0.56, 0.54, 0.32, 0.5, 0.0, 0.57, 0.22, negative
0.29, 0.43, 0.4, 0.15, 0.5, 0.0, 0.53, 0.22, negative
0.32, 0.47, 0.55, 0.12, 0.5, 0.0, 0.52, 0.22, negative
0.62, 0.58, 0.46, 0.13, 0.5, 0.0, 0.53, 0.22, negative
0.55, 0.46, 0.46, 0.31, 0.5, 0.0, 0.58, 0.48, negative
0.35, 0.6, 0.47, 0.13, 0.5, 0.0, 0.52, 0.43, negative
0.77, 0.8, 0.51, 0.4, 1.0, 0.0, 0.54, 0.22, negative
0.43, 0.51, 0.48, 0.14, 0.5, 0.0, 0.5, 0.22, negative
0.57, 0.61, 0.45, 0.26, 0.5, 0.0, 0.5, 0.22, negative
0.25, 0.4, 0.51, 0.18, 0.5, 0.0, 0.5, 0.27, negative
0.56, 0.62, 0.53, 0.24, 0.5, 0.0, 0.57, 0.22, negative
0.58, 0.6, 0.51, 0.24, 0.5, 0.0, 0.53, 0.22, negative
0.71, 0.59, 0.53, 0.15, 0.5, 0.0, 0.49, 0.33, negative
0.39, 0.44, 0.28, 0.12, 0.5, 0.0, 0.46, 0.27, negative
0.33, 0.44, 0.49, 0.08, 0.5, 0.0, 0.48, 0.49, negative
0.69, 0.6, 0.51, 0.13, 0.5, 0.83, 0.52, 0.22, negative
0.35, 0.36, 0.57, 0.17, 0.5, 0.0, 0.52, 0.22, negative
0.74, 0.72, 0.47, 0.25, 0.5, 0.0, 0.57, 0.22, negative
0.42, 0.52, 0.4, 0.17, 0.5, 0.0, 0.5, 0.26, negative
0.45, 0.4, 0.56, 0.14, 0.5, 0.0, 0.54, 0.22, negative
0.47, 0.47, 0.58, 0.16, 0.5, 0.0, 0.49, 0.28, negative
0.69, 0.6, 0.5, 0.31, 0.5, 0.0, 0.55, 0.22, negative
0.35, 0.56, 0.36, 0.3, 0.5, 0.0, 0.53, 0.25, negative
0.51, 0.58, 0.54, 0.29, 0.5, 0.0, 0.53, 0.22, negative
0.37, 0.43, 0.62, 0.27, 0.5, 0.0, 0.48, 0.22, negative
0.55, 0.66, 0.57, 0.32, 0.5, 0.0, 0.57, 0.34, negative
0.44, 0.51, 0.37, 0.15, 0.5, 0.0, 0.51, 0.22, negative
0.44, 0.44, 0.49, 0.15, 0.5, 0.0, 0.46, 0.27, negative
0.5, 0.5, 0.48, 0.17, 0.5, 0.0, 0.47, 0.26, negative
0.6, 0.6, 0.49, 0.3, 0.5, 0.0, 0.53, 0.22, negative
0.35, 0.68, 0.57, 0.4, 0.5, 0.0, 0.53, 0.36, negative
0.23, 0.3, 0.58, 0.22, 0.5, 0.0, 0.48, 0.27, negative
0.45, 0.42, 0.52, 0.2, 0.5, 0.0, 0.5, 0.25, negative
0.51, 0.35, 0.46, 0.15, 0.5, 0.0, 0.51, 0.42, negative
0.32, 0.38, 0.52, 0.2, 0.5, 0.0, 0.52, 0.28, negative
0.59, 0.65, 0.52, 0.3, 0.5, 0.0, 0.46, 0.31, negative
0.41, 0.52, 0.41, 0.11, 0.5, 0.0, 0.54, 0.35, negative
0.37, 0.33, 0.5, 0.12, 0.5, 0.0, 0.51, 0.54, negative
0.45, 0.56, 0.49, 0.17, 0.5, 0.0, 0.52, 0.22, negative
0.31, 0.31, 0.54, 0.18, 0.5, 0.0, 0.52, 0.29, negative
0.27, 0.51, 0.47, 0.35, 0.5, 0.0, 0.49, 0.28, negative
0.54, 0.56, 0.57, 0.18, 0.5, 0.0, 0.45, 0.25, negative
0.17, 0.38, 0.45, 0.09, 0.5, 0.0, 0.54, 0.27, negative
0.43, 0.51, 0.54, 0.15, 0.5, 0.0, 0.45, 0.26, negative
0.6, 0.4, 0.59, 0.18, 0.5, 0.0, 0.48, 0.22, negative
0.38, 0.47, 0.53, 0.12, 0.5, 0.0, 0.48, 0.22, negative
0.59, 0.43, 0.52, 0.19, 0.5, 0.0, 0.55, 0.27, negative
0.64, 0.53, 0.45, 0.13, 0.5, 0.0, 0.53, 0.22, negative
0.52, 0.51, 0.51, 0.12, 0.5, 0.0, 0.51, 0.4, negative
0.49, 0.43, 0.48, 0.15, 0.5, 0.0, 0.55, 0.25, negative
0.49, 0.47, 0.52, 0.16, 0.5, 0.0, 0.53, 0.28, negative
0.48, 0.39, 0.49, 0.18, 0.5, 0.0, 0.51, 0.22, negative
0.43, 0.54, 0.58, 0.16, 0.5, 0.0, 0.5, 0.36, negative
0.49, 0.42, 0.54, 0.17, 0.5, 0.0, 0.5, 0.36, negative
0.34, 0.66, 0.51, 0.16, 0.5, 0.0, 0.47, 0.33, negative
0.2, 0.34, 0.33, 0.1, 0.5, 0.0, 0.48, 0.31, negative
0.74, 0.53, 0.5, 0.08, 0.5, 0.0, 0.55, 0.31, negative
0.3, 0.5, 0.47, 0.11, 0.5, 0.0, 0.46, 0.22, negative
0.44, 0.51, 0.48, 0.38, 0.5, 0.0, 0.52, 0.22, negative
0.55, 0.41, 0.56, 0.21, 0.5, 0.0, 0.52, 0.22, negative
0.4, 0.34, 0.52, 0.17, 0.5, 0.0, 0.47, 0.51, negative
0.4, 0.48, 0.5, 0.17, 0.5, 0.0, 0.54, 0.5, negative
0.58, 0.48, 0.56, 0.12, 0.5, 0.0, 0.46, 0.25, negative
0.58, 0.45, 0.48, 0.24, 0.5, 0.0, 0.52, 0.37, negative
0.58, 0.41, 0.51, 0.26, 0.5, 0.0, 0.51, 0.37, negative
0.41, 0.6, 0.53, 0.29, 0.5, 0.0, 0.47, 0.43, negative
0.69, 0.5, 0.49, 0.42, 0.5, 0.0, 0.49, 0.22, negative
0.38, 0.49, 0.61, 0.13, 0.5, 0.0, 0.54, 0.22, negative
0.47, 0.49, 0.63, 0.17, 0.5, 0.0, 0.31, 0.26, negative
0.28, 0.51, 0.55, 0.11, 0.5, 0.0, 0.46, 0.22, negative
0.56, 0.57, 0.63, 0.39, 1.0, 0.0, 0.59, 0.4, negative
0.21, 0.38, 0.49, 0.16, 0.5, 0.0, 0.51, 0.45, negative
0.46, 0.57, 0.57, 0.15, 0.5, 0.0, 0.52, 0.26, negative
0.43, 0.42, 0.54, 0.22, 0.5, 0.0, 0.57, 0.33, negative
0.57, 0.59, 0.5, 0.58, 0.5, 0.0, 0.53, 0.22, negative
0.48, 0.34, 0.47, 0.14, 0.5, 0.0, 0.47, 0.26, negative
0.35, 0.4, 0.53, 0.18, 0.5, 0.0, 0.42, 0.38, negative
0.47, 0.45, 0.53, 0.62, 0.5, 0.0, 0.46, 0.22, negative
0.53, 0.43, 0.47, 0.15, 0.5, 0.0, 0.58, 0.22, negative
0.46, 0.45, 0.56, 0.16, 0.5, 0.0, 0.56, 0.22, negative
0.44, 0.42, 0.62, 0.14, 0.5, 0.0, 0.55, 0.37, negative
0.37, 0.34, 0.58, 0.24, 0.5, 0.0, 0.44, 0.18, negative
0.39, 0.39, 0.55, 0.52, 0.5, 0.0, 0.37, 0.16, negative
0.39, 0.39, 0.55, 0.52, 0.5, 0.0, 0.37, 0.16, negative
0.48, 0.46, 0.38, 0.29, 0.5, 0.0, 0.53, 0.22, negative
0.61, 0.57, 0.45, 0.21, 0.5, 0.0, 0.5, 0.42, negative
0.56, 0.44, 0.56, 0.19, 0.5, 0.0, 0.54, 0.22, negative
0.51, 0.63, 0.3, 0.35, 0.5, 0.0, 0.53, 0.27, negative
0.37, 0.22, 0.64, 0.35, 0.5, 0.0, 0.47, 0.22, negative
0.51, 0.48, 0.58, 0.22, 0.5, 0.0, 0.5, 0.28, negative
0.49, 0.37, 0.59, 0.17, 0.5, 0.0, 0.51, 0.22, negative
0.51, 0.48, 0.58, 0.22, 0.5, 0.0, 0.5, 0.28, negative
0.53, 0.53, 0.53, 0.17, 0.5, 0.0, 0.49, 0.37, negative
0.29, 0.68, 0.47, 0.26, 0.5, 0.0, 0.47, 0.37, negative
0.5, 0.45, 0.49, 0.15, 0.5, 0.0, 0.55, 0.43, negative
0.33, 0.28, 0.31, 0.24, 0.5, 0.0, 0.53, 0.22, negative
0.85, 0.85, 0.3, 0.31, 0.5, 0.0, 0.55, 0.42, negative
0.43, 0.39, 0.51, 0.28, 0.5, 0.0, 0.4, 0.22, negative
0.61, 0.54, 0.49, 0.16, 0.5, 0.0, 0.54, 0.42, negative
0.34, 0.35, 0.61, 0.19, 0.5, 0.0, 0.52, 0.25, negative
0.55, 0.53, 0.56, 0.29, 0.5, 0.0, 0.48, 0.22, negative
0.66, 0.62, 0.52, 0.17, 0.5, 0.0, 0.49, 0.22, negative
0.37, 0.62, 0.34, 0.25, 0.5, 0.0, 0.51, 0.22, negative
0.38, 0.46, 0.52, 0.75, 0.5, 0.0, 0.5, 0.26, negative
0.61, 0.54, 0.49, 0.19, 0.5, 0.0, 0.54, 0.47, negative
0.44, 0.53, 0.52, 0.37, 0.5, 0.0, 0.5, 0.22, negative
0.32, 0.34, 0.61, 0.17, 0.5, 0.0, 0.52, 0.32, negative
0.34, 0.34, 0.61, 0.18, 0.5, 0.0, 0.52, 0.32, negative
0.51, 0.68, 0.49, 0.59, 0.5, 0.0, 0.54, 0.27, negative
0.41, 0.3, 0.49, 0.28, 0.5, 0.0, 0.54, 0.22, negative
0.41, 0.43, 0.5, 0.28, 0.5, 0.0, 0.5, 0.22, negative
0.3, 0.5, 0.34, 0.26, 0.5, 0.0, 0.51, 0.22, negative
0.34, 0.4, 0.3, 0.23, 0.5, 0.0, 0.51, 0.22, negative
0.43, 0.44, 0.3, 0.18, 0.5, 0.0, 0.51, 0.22, negative
0.42, 0.44, 0.33, 0.17, 0.5, 0.0, 0.54, 0.27, negative
0.52, 0.5, 0.53, 0.1, 0.5, 0.0, 0.48, 0.22, negative
0.53, 0.56, 0.49, 0.46, 0.5, 0.0, 0.52, 0.22, negative
0.5, 0.46, 0.52, 0.16, 0.5, 0.0, 0.52, 0.26, negative
0.5, 0.53, 0.45, 0.44, 0.5, 0.0, 0.49, 0.22, negative
0.45, 0.59, 0.53, 0.74, 0.5, 0.0, 0.47, 0.25, negative
0.57, 0.61, 0.55, 0.67, 0.5, 0.0, 0.48, 0.22, negative
0.35, 0.49, 0.47, 0.22, 0.5, 0.0, 0.5, 0.28, negative
0.47, 0.63, 0.66, 0.45, 0.5, 0.0, 0.37, 0.11, negative
0.56, 0.45, 0.59, 0.14, 0.5, 0.0, 0.51, 0.26, negative
0.45, 0.38, 0.59, 0.18, 0.5, 0.0, 0.44, 0.45, negative
0.43, 0.51, 0.6, 0.25, 0.5, 0.0, 0.55, 0.22, negative
0.47, 0.59, 0.43, 0.13, 0.5, 0.0, 0.56, 0.3, negative
0.89, 0.81, 0.36, 0.71, 0.5, 0.0, 0.55, 0.63, negative
0.58, 0.55, 0.52, 0.22, 0.5, 0.0, 0.44, 0.22, negative
0.35, 0.53, 0.35, 0.33, 0.5, 0.0, 0.5, 0.32, negative
0.42, 0.32, 0.61, 0.13, 0.5, 0.0, 0.14, 0.27, negative
0.5, 0.46, 0.42, 0.32, 0.5, 0.0, 0.56, 0.55, negative
0.5, 0.45, 0.49, 0.3, 0.5, 0.0, 0.47, 0.4, negative
0.46, 0.41, 0.5, 0.44, 0.5, 0.0, 0.53, 0.22, negative
0.32, 0.36, 0.34, 0.19, 0.5, 0.0, 0.55, 0.26, negative
0.42, 0.25, 0.6, 0.14, 0.5, 0.0, 0.45, 0.22, negative
0.23, 0.34, 0.41, 0.28, 0.5, 0.0, 0.5, 0.27, negative
0.85, 0.56, 0.33, 0.38, 1.0, 0.0, 0.55, 0.25, negative
0.34, 0.31, 0.6, 0.37, 0.5, 0.0, 0.5, 0.3, negative
