@relation glass5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs Class
@data
1.5215, 13.0509, 3.6504, 0.871, 72.218, 0.1925, 9.8524, 0.0, 0.0867, negative
1.5173, 13.0176, 3.5381, 1.6896, 72.7276, 0.5403, 8.4428, 0.0, 0.0357, negative
1.5178, 12.8514, 3.4798, 1.2305, 72.9684, 0.6086, 8.5612, 0.0914, 0.1122, negative
1.5178, 13.2104, 3.3899, 1.33, 72.7612, 0.5899, 8.5934, 0.0, 0.0, negative
1.5176, 13.4831, 3.7402, 1.1695, 72.9908, 0.5899, 8.0339, 0.0, 0.0, negative
1.5215, 13.0509, 3.6504, 0.871, 72.3188, 0.1925, 9.8524, 0.0, 0.0867, negative
1.5174, 13.2969, 3.601, 1.1406, 73.0916, 0.5775, 8.1738, 0.0, 0.0, negative
1.5157, 12.7183, 3.4618, 1.5612, 73.198, 0.6707, 8.0877, 0.0, 0.1224, negative
1.5172, 12.8713, 3.4798, 1.33, 73.0412, 0.5589, 8.432, 0.0, 0.0, negative
1.5191, 13.8887, 3.5291, 1.3204, 71.8092, 0.5092, 8.7764, 0.1103, 0.0, negative
1.5217, 13.5097, 3.8614, 0.8806, 71.7924, 0.2298, 9.5403, 0.0, 0.0561, negative
1.5176, 12.8115, 3.5381, 1.2305, 73.2372, 0.5775, 8.389, 0.0, 0.0, negative
1.5178, 13.7745, 3.4887, 1.2787, 72.862, 0.6024, 8.4858, 0.0, 0.0, negative
1.5175, 12.5721, 3.4708, 1.3814, 73.3884, 0.6024, 8.5504, 0.0, 0.0306, negative
1.5179, 12.7317, 3.4304, 1.1888, 72.9516, 0.621, 8.7548, 0.0, 0.153, negative
1.5232, 13.7225, 3.7222, 0.5115, 71.7476, 0.0869, 10.568, 0.0, 0.0816, negative
1.523, 13.3102, 3.5785, 0.8196, 71.9884, 0.118, 10.1752, 0.0, 0.0153, negative
1.5175, 12.8181, 3.5516, 1.4905, 72.75, 0.5403, 8.5181, 0.0, 0.0969, negative
1.5221, 14.208, 3.821, 0.4698, 71.77, 0.1118, 9.5726, 0.0, 0.0, negative
1.5267, 13.9885, 3.6998, 0.7105, 71.5684, 0.0186, 9.8201, 0.0, 0.051, negative
1.5193, 13.1972, 3.3316, 1.2787, 72.358, 0.6024, 9.1422, 0.0, 0.0561, negative
1.5217, 13.4831, 3.7402, 0.8999, 72.0108, 0.1801, 9.6049, 0.0, 0.0357, negative
1.5176, 12.612, 3.592, 1.3108, 73.2876, 0.5775, 8.4966, 0.0, 0.0, negative
1.518, 12.7383, 3.4798, 1.3493, 72.9572, 0.6396, 8.6795, 0.0, 0.0, negative
1.5215, 13.1174, 3.5785, 0.8999, 72.2012, 0.2298, 9.8201, 0.0, 0.0816, negative
1.5174, 13.2703, 3.6189, 1.2402, 73.0804, 0.5527, 8.0662, 0.0, 0.0, negative
1.5174, 12.7782, 3.6189, 1.2915, 72.7892, 0.5899, 8.701, 0.0, 0.0, negative
1.5177, 12.6518, 3.5606, 1.3012, 73.0804, 0.6086, 8.6903, 0.0, 0.0714, negative
1.5176, 12.7117, 3.4214, 1.1984, 73.198, 0.5899, 8.6365, 0.0, 0.0, negative
1.5191, 13.6028, 3.6189, 1.1085, 72.638, 0.1428, 8.7548, 0.0, 0.0, negative
1.5177, 13.2104, 3.6908, 1.2915, 72.61, 0.5713, 8.2168, 0.0, 0.0, negative
1.5157, 13.2903, 3.4483, 1.2113, 72.7388, 0.5589, 8.5719, 0.0, 0.0, negative
1.5197, 14.7732, 3.7492, 0.29, 72.022, 0.0311, 9.0023, 0.0, 0.0, negative
1.5178, 13.2104, 2.8107, 1.2915, 72.9796, 0.5092, 9.0238, 0.0, 0.459, negative
1.519, 13.4898, 3.4798, 1.3493, 71.9492, 0.5527, 9.0023, 0.0, 0.0, negative
1.5185, 13.6427, 3.8704, 1.2691, 71.9604, 0.5403, 8.3244, 0.0, 0.1632, negative
1.5171, 12.9977, 3.4708, 1.7891, 72.722, 0.6583, 8.1846, 0.0, 0.0, negative
1.5169, 12.6718, 2.8781, 1.7088, 73.2092, 0.7328, 8.5396, 0.0, 0.0, negative
1.5266, 11.2287, 0.0, 0.7715, 73.2092, 0.0, 14.6836, 0.0, 0.0, negative
1.5185, 13.1972, 3.6279, 1.07, 72.8284, 0.5713, 8.4105, 0.0914, 0.0867, negative
1.5181, 12.9578, 2.9589, 1.4296, 72.918, 0.6024, 8.7871, 0.1386, 0.0, negative
1.5165, 13.41, 3.5516, 1.2498, 72.8116, 0.6831, 8.0985, 0.0, 0.0, negative
1.5163, 12.7117, 3.3316, 1.4905, 73.282, 0.6707, 8.2384, 0.0, 0.0, negative
1.5273, 13.8023, 3.152, 0.6592, 70.5716, 0.0807, 11.6385, 0.0, 0.0, negative
1.5189, 13.4632, 3.83, 1.2594, 72.5484, 0.5713, 8.2061, 0.0, 0.0714, negative
1.5187, 12.9312, 3.6593, 1.5612, 72.5092, 0.5775, 8.5504, 0.0, 0.0612, negative
1.5163, 12.9977, 3.5785, 1.5387, 72.8284, 0.6086, 8.0447, 0.0, 0.0, negative
1.516, 12.8979, 3.4393, 1.4488, 73.58, 0.4409, 8.2706, 0.0, 0.0, negative
1.5171, 13.7225, 3.6818, 1.8115, 72.0612, 0.6396, 7.8833, 0.0, 0.0, negative
1.5167, 12.9378, 3.61, 1.2594, 72.75, 0.5589, 8.6042, 0.0, 0.0, negative
1.5261, 13.7026, 0.0, 1.3589, 71.238, 0.1925, 13.4354, 0.0, 0.051, negative
1.5165, 13.4432, 3.61, 1.5387, 72.3916, 0.6583, 8.0339, 0.0, 0.0, negative
1.5159, 13.2503, 3.4483, 1.4296, 73.17, 0.6086, 7.8618, 0.0, 0.0, negative
1.5174, 12.1997, 3.2508, 1.1599, 73.5508, 0.621, 8.8947, 0.0, 0.1224, negative
1.5247, 11.4482, 0.0, 1.8789, 72.19, 0.8073, 13.2418, 0.0, 0.1734, negative
1.5183, 13.237, 3.9018, 1.4103, 72.33, 0.5527, 8.3137, 0.0, 0.051, negative
1.5179, 13.1905, 3.9018, 1.3012, 72.33, 0.5527, 8.4428, 0.0, 0.1428, negative
1.5184, 12.8514, 3.6683, 1.2402, 72.5708, 0.621, 8.6795, 0.0, 0.1785, negative
1.5159, 13.0907, 3.592, 1.5194, 73.0972, 0.6707, 7.8295, 0.0, 0.0, negative
1.5159, 13.0907, 3.5202, 1.5515, 72.8676, 0.6831, 8.0447, 0.0, 0.459, negative
1.5159, 13.1174, 3.4079, 1.5804, 73.2596, 0.0683, 8.389, 0.0, 0.0969, negative
1.5182, 12.6186, 2.7614, 0.8293, 73.8084, 0.3478, 9.422, 0.0, 0.102, negative
1.5171, 12.8912, 3.6189, 1.5708, 72.9572, 0.6086, 8.1092, 0.0, 0.0, negative
1.5161, 13.922, 3.5202, 1.2498, 72.8788, 0.3726, 7.9371, 0.0, 0.0714, negative
1.5159, 12.858, 3.5202, 2.1197, 72.6604, 0.6893, 7.9694, 0.0, 0.0, negative
1.5184, 13.0176, 3.6189, 1.0604, 72.3412, 0.6396, 9.1314, 0.0, 0.0765, negative
1.5165, 13.5629, 3.5696, 1.4713, 72.4476, 0.6396, 7.9586, 0.0, 0.0, negative
1.5184, 13.2503, 3.7581, 1.3204, 72.4028, 0.5775, 8.4213, 0.0, 0.0, negative
1.5163, 13.3368, 3.5696, 1.5708, 72.8676, 0.6086, 7.894, 0.0, 0.0, negative
1.5165, 13.4033, 3.4887, 1.5194, 72.6492, 0.6707, 8.077, 0.0, 0.051, negative
1.5169, 13.2304, 3.5381, 1.4809, 72.8396, 0.5589, 8.0985, 0.0, 0.0, negative
1.5181, 13.3301, 3.8479, 1.2498, 72.778, 0.5216, 8.12, 0.0, 0.0, negative
1.5157, 14.8597, 3.6683, 1.7409, 71.8708, 0.1615, 7.356, 0.0, 0.0612, negative
1.5163, 13.3567, 3.5785, 1.4905, 72.722, 0.4471, 8.2061, 0.0, 0.0, negative
1.5186, 13.3567, 3.4304, 1.4296, 72.2628, 0.5092, 8.6042, 0.0, 0.0, negative
1.5173, 12.3526, 2.7209, 1.6286, 72.8676, 0.7017, 9.2283, 0.0, 0.0, negative
1.5171, 13.4831, 3.4798, 1.7088, 72.5204, 0.621, 7.9909, 0.0, 0.0, negative
1.5181, 12.9977, 3.7985, 1.0797, 73.0692, 0.5589, 8.3782, 0.0, 0.0612, negative
1.5159, 13.0176, 3.5785, 1.5098, 73.1196, 0.6893, 7.9586, 0.0, 0.0, negative
1.5157, 13.237, 3.4887, 1.4713, 73.2484, 0.3788, 8.0339, 0.0, 0.0, negative
1.5184, 12.9312, 3.7402, 1.1085, 72.2796, 0.6396, 8.9593, 0.0, 0.1122, negative
1.5278, 12.6386, 0.0, 0.6688, 72.022, 0.0621, 14.4038, 0.0, 0.0, negative
1.518, 13.7092, 3.9287, 1.5387, 71.8092, 0.5403, 8.2061, 0.0, 0.0765, negative
1.5159, 12.8181, 3.5202, 1.9014, 72.862, 0.6893, 7.9694, 0.0, 0.0, negative
1.5164, 12.5521, 3.4798, 1.8693, 73.2316, 0.6272, 8.077, 0.0, 0.459, negative
1.5159, 13.237, 3.3406, 1.4713, 73.0972, 0.3912, 8.2168, 0.0, 0.0, negative
1.5165, 12.7516, 2.8512, 1.4392, 73.2708, 0.5713, 8.7871, 0.1103, 0.1122, negative
1.5167, 13.2969, 3.6414, 1.5291, 72.5316, 0.6521, 8.0339, 0.0, 0.1479, negative
1.516, 13.0176, 3.5606, 1.5387, 73.1084, 0.7204, 7.9048, 0.0, 0.0, negative
1.5141, 14.2478, 3.0891, 2.0812, 72.2796, 1.0992, 7.0763, 0.0, 0.0, negative
1.5312, 10.73, 0.0, 2.1004, 69.81, 0.5775, 13.2956, 3.15, 0.1428, negative
1.5185, 13.41, 3.8883, 1.33, 72.3804, 0.5092, 8.2814, 0.0, 0.0, negative
1.5167, 12.7915, 3.5202, 1.5387, 73.3604, 0.6583, 7.9048, 0.0, 0.0, negative
1.5166, 12.991, 3.1789, 1.2305, 72.9684, 0.5775, 8.8086, 0.0, 0.1224, negative
1.5178, 13.5297, 3.4079, 1.5194, 72.0388, 0.5775, 8.7871, 0.0, 0.0, negative
1.5161, 13.3301, 3.5291, 1.3397, 72.6716, 0.5589, 8.3352, 0.0, 0.0, negative
1.5166, 13.1373, 3.4483, 1.7602, 72.4812, 0.6024, 8.3782, 0.0, 0.0867, negative
1.5212, 14.0284, 3.7581, 0.5789, 71.7924, 0.1118, 9.6479, 0.0, 0.0, negative
1.5221, 14.188, 3.7806, 0.9095, 71.3612, 0.2298, 9.1422, 0.0, 0.1887, negative
1.5169, 12.858, 3.5785, 1.3108, 72.61, 0.6086, 8.7871, 0.0, 0.0, negative
1.5178, 13.6427, 3.6504, 0.6495, 73.002, 0.0621, 8.927, 0.0, 0.0, negative
1.518, 13.503, 3.3585, 1.6286, 71.938, 0.5713, 8.8086, 0.0, 0.459, negative
1.5161, 13.4232, 3.3989, 1.2209, 72.6884, 0.5899, 8.3244, 0.0, 0.0, negative
1.5183, 13.3301, 3.3406, 1.5387, 72.1396, 0.5589, 8.9916, 0.0, 0.0, negative
1.5167, 13.237, 3.5696, 1.3814, 72.6996, 0.5589, 8.4428, 0.0, 0.051, negative
1.5165, 13.41, 3.3899, 1.2787, 72.638, 0.5216, 8.6472, 0.0, 0.0, negative
1.5213, 14.321, 3.9018, 0.8293, 71.5012, 0.0, 9.4865, 0.0, 0.0, negative
1.5164, 12.1598, 3.5202, 1.3493, 72.89, 0.5713, 8.5289, 0.0, 0.0, negative
1.5197, 12.6386, 0.0, 1.651, 73.7524, 0.3788, 11.5309, 0.0, 0.0, negative
1.5191, 12.7317, 1.8499, 1.8597, 72.6884, 0.6024, 10.0891, 0.0, 0.0, negative
1.5132, 13.0176, 0.0, 3.041, 70.482, 6.21, 6.9579, 0.0, 0.0, negative
1.5215, 11.0292, 1.7107, 1.5612, 73.4388, 0.5775, 11.617, 0.0, 0.0, negative
1.5132, 12.9977, 0.0, 3.0185, 70.7004, 6.21, 6.9256, 0.0, 0.0, negative
1.5237, 13.4432, 0.0, 1.5804, 72.218, 0.3229, 12.2411, 0.0, 0.0, negative
1.5204, 13.3767, 0.0, 1.4007, 72.2516, 0.3291, 12.4993, 0.0, 0.0, negative
1.5217, 11.5612, 1.8813, 1.5612, 72.862, 0.472, 11.4126, 0.0, 0.0, negative
1.5151, 15.1523, 0.0, 2.2513, 73.5004, 0.0, 8.3352, 0.63, 0.0, negative
1.5165, 11.9469, 0.0, 1.1888, 75.1804, 2.7014, 8.927, 0.0, 0.0, negative
1.5206, 14.3609, 0.0, 2.0202, 73.422, 0.0, 8.4428, 1.6412, 0.0, negative
1.5113, 13.6892, 3.2014, 1.8115, 72.8116, 1.7574, 5.43, 1.1907, 0.0, negative
1.5164, 14.3675, 0.0, 2.7392, 72.8508, 0.0, 9.4542, 0.5386, 0.0, negative
1.5232, 13.4432, 3.3406, 1.2305, 72.3804, 0.6024, 8.8302, 0.0, 0.0, negative
1.5155, 14.1415, 0.0, 2.6814, 73.3884, 0.0807, 9.0669, 0.6111, 0.0255, negative
1.5165, 14.3809, 0.0, 1.9399, 73.6124, 0.0, 8.4751, 1.5687, 0.0, negative
1.5168, 14.5604, 0.0, 1.9785, 73.2876, 0.0, 8.5181, 1.5687, 0.0357, negative
1.5165, 14.9395, 0.0, 1.8693, 73.1084, 0.0, 8.6688, 1.3797, 0.0, negative
1.5172, 14.7532, 0.0, 2.0009, 73.0188, 0.0, 8.5289, 1.5908, 0.0408, negative
1.5162, 14.9527, 0.0, 2.2706, 73.2988, 0.0, 8.7118, 0.671, 0.0, negative
1.5171, 14.2279, 0.0, 2.0812, 73.3604, 0.0, 8.615, 1.6695, 0.0, negative
1.5168, 14.9195, 0.0, 1.9913, 73.58, 0.0, 8.3998, 1.5908, 0.0, negative
1.5183, 14.3875, 0.0, 1.8212, 72.862, 1.4097, 6.4737, 2.8791, 0.0, negative
1.516, 14.853, 0.0, 2.3797, 73.282, 0.0, 8.7548, 0.6394, 0.459, negative
1.5173, 14.7, 0.0, 2.3412, 73.282, 0.0, 8.9485, 0.6615, 0.0, negative
1.5162, 14.1415, 0.0, 2.8805, 72.61, 0.0807, 9.1852, 1.0615, 0.0, negative
1.5184, 14.321, 3.2597, 2.2192, 71.2492, 1.4593, 5.7851, 1.6285, 0.0, negative
1.5173, 14.9527, 0.0, 1.7987, 72.9908, 0.0, 8.615, 1.5498, 0.0, negative
1.5197, 14.5604, 0.0, 0.5596, 73.478, 0.0, 11.2189, 0.0, 0.0, positive
1.5111, 17.38, 0.0, 0.3414, 75.41, 0.0, 6.6459, 0.0, 0.0, positive
1.5183, 14.4606, 2.2405, 1.6189, 72.3804, 0.0, 9.2606, 0.0, 0.0, positive
1.5185, 14.0883, 2.1911, 1.6607, 72.6716, 0.0, 9.3251, 0.0, 0.0, positive
1.5189, 14.9926, 0.7813, 1.7409, 72.498, 0.0, 9.9492, 0.0, 0.0, positive
1.5191, 14.0018, 2.3887, 1.5612, 72.3692, 0.0, 9.5726, 0.0, 0.0, positive
1.5192, 14.1481, 0.0, 2.0908, 72.7388, 0.0, 10.8853, 0.0, 0.0, positive
1.5197, 14.5311, 0.1253, 0.6122, 73.4198, 0.0, 11.1325, 0.0, 0.0, positive
1.519, 14.5945, 0.4129, 1.9059, 72.6115, 0.0, 10.3906, 0.0, 0.0, positive
1.5129, 16.84, 0.1767, 0.6579, 74.7513, 0.0, 7.3931, 0.0, 0.0, positive
1.5184, 14.3745, 2.2683, 1.6081, 72.3783, 0.0, 9.3191, 0.0, 0.0, positive
1.5123, 16.9911, 0.0, 0.3715, 75.1435, 0.0, 7.2766, 0.0, 0.0, positive
1.5186, 14.1292, 2.001, 1.5651, 72.7416, 0.0, 9.4894, 0.0, 0.0, positive
1.5186, 14.7659, 1.4032, 1.6889, 72.4479, 0.0, 9.6557, 0.0, 0.0, positive
1.5185, 14.2024, 2.2063, 1.6479, 72.5824, 0.0, 9.3053, 0.0, 0.0, positive
1.519, 14.5089, 1.5661, 1.6531, 72.4351, 0.0, 9.7653, 0.0, 0.0, positive
1.5187, 14.3112, 1.169, 1.8446, 72.5518, 0.0, 10.0376, 0.0, 0.0, positive
1.5138, 16.2267, 0.8155, 0.7578, 74.3719, 0.0, 7.645, 0.0, 0.0, positive
1.519, 14.0083, 2.3738, 1.5687, 72.392, 0.0, 9.554, 0.0, 0.0, positive
1.5196, 14.5111, 0.2108, 0.648, 73.3802, 0.0, 11.0736, 0.0, 0.0, positive
1.5185, 14.3694, 1.5861, 1.7568, 72.4851, 0.0, 9.7351, 0.0, 0.0, positive
1.5191, 14.1405, 0.2779, 2.0363, 72.7303, 0.0, 10.6875, 0.0, 0.0, positive
1.5191, 14.5154, 1.0106, 1.0375, 72.9829, 0.0, 10.3355, 0.0, 0.0, positive
1.5197, 14.5444, 0.0685, 0.5883, 73.4462, 0.0, 11.1717, 0.0, 0.0, positive
1.5173, 14.7729, 1.8435, 1.2827, 73.0633, 0.0, 8.9046, 0.0, 0.0, positive
1.5189, 14.5047, 1.2505, 1.1509, 72.8654, 0.0, 10.1259, 0.0, 0.0, positive
1.5164, 15.0207, 1.5704, 1.287, 73.4473, 0.0, 8.5662, 0.0, 0.0, positive
1.5188, 14.1768, 2.3322, 1.5832, 72.3735, 0.0, 9.4536, 0.0, 0.0, positive
1.5191, 14.3318, 1.0606, 1.0926, 73.0877, 0.0, 10.3022, 0.0, 0.0, positive
1.5166, 15.0521, 1.646, 1.1819, 73.3146, 0.0, 8.6627, 0.0, 0.0, positive
1.5188, 14.8549, 0.996, 1.7287, 72.5244, 0.0, 9.8541, 0.0, 0.0, positive
1.5187, 14.0579, 2.2604, 1.6258, 72.5656, 0.0, 9.4119, 0.0, 0.0, positive
1.5191, 14.1201, 0.4568, 1.9895, 72.6681, 0.0, 10.6343, 0.0, 0.0, positive
1.519, 14.3048, 1.8971, 1.6161, 72.4086, 0.0, 9.6878, 0.0, 0.0, positive
1.5186, 14.3238, 1.8239, 1.6816, 72.6264, 0.0, 9.4876, 0.0, 0.0, positive
1.5194, 14.3165, 0.0, 1.4653, 73.0408, 0.0, 11.0216, 0.0, 0.0, positive
1.5192, 14.1732, 0.0232, 2.0804, 72.7317, 0.0, 10.8576, 0.0, 0.0, positive
1.5185, 14.6199, 1.8036, 1.6555, 72.4156, 0.0, 9.4667, 0.0, 0.0, positive
1.5123, 17.0155, 0.0, 0.3696, 75.1603, 0.0, 7.237, 0.0, 0.0, positive
1.5192, 14.1409, 0.1177, 2.0647, 72.7206, 0.0, 10.8206, 0.0, 0.0, positive
1.5191, 14.0641, 1.3714, 1.7867, 72.5266, 0.0, 10.1317, 0.0, 0.0, positive
1.5194, 14.3081, 0.0, 1.4968, 73.0256, 0.0, 11.0147, 0.0, 0.0, positive
1.5185, 14.0905, 2.1914, 1.6604, 72.6699, 0.0, 9.3247, 0.0, 0.0, positive
1.5194, 14.2943, 0.0, 1.548, 73.0009, 0.0, 11.0036, 0.0, 0.0, positive
1.5113, 17.291, 0.0592, 0.377, 75.336, 0.0, 6.7183, 0.0, 0.0, positive
1.5189, 14.2344, 1.513, 1.3199, 72.9212, 0.0, 9.9112, 0.0, 0.0, positive
1.5116, 17.1718, 0.1386, 0.4248, 75.2368, 0.0, 6.8153, 0.0, 0.0, positive
1.5194, 14.3075, 0.0, 1.4988, 73.0246, 0.0, 11.0143, 0.0, 0.0, positive
1.5189, 14.0199, 2.3474, 1.5819, 72.4324, 0.0, 9.5209, 0.0, 0.0, positive
1.5189, 14.8676, 0.9842, 1.7182, 72.4817, 0.0, 9.9017, 0.0, 0.0, positive
1.5187, 14.4921, 1.533, 1.2845, 72.727, 0.0, 9.8789, 0.0, 0.0, positive
1.5187, 14.1427, 1.9382, 1.5336, 72.7647, 0.0, 9.5437, 0.0, 0.0, positive
1.519, 14.1322, 0.5822, 1.9765, 72.7209, 0.0, 10.4708, 0.0, 0.0, positive
1.5186, 14.1955, 2.0239, 1.6702, 72.651, 0.0, 9.3992, 0.0, 0.0, positive
1.5165, 15.209, 1.6662, 1.2914, 73.157, 0.0, 8.5903, 0.0, 0.0, positive
1.5192, 14.1652, 0.0, 2.0272, 72.7695, 0.0, 10.8992, 0.0, 0.0, positive
1.5186, 14.0952, 1.9366, 1.7106, 72.6794, 0.0, 9.5064, 0.0, 0.0, positive
1.5129, 16.6297, 0.5305, 0.6123, 74.7346, 0.0, 7.2959, 0.0, 0.0, positive
1.5186, 14.3334, 1.3285, 1.811, 72.5263, 0.0, 9.9219, 0.0, 0.0, positive
1.5176, 14.4834, 1.9281, 1.5023, 73.0003, 0.0, 9.0035, 0.0, 0.0, positive
1.5173, 14.7606, 1.8521, 1.2872, 73.0523, 0.0, 8.9152, 0.0, 0.0, positive
1.5191, 14.1805, 0.2322, 2.0419, 72.7017, 0.0, 10.717, 0.0, 0.0, positive
1.5186, 14.1043, 2.1167, 1.6233, 72.699, 0.0, 9.3894, 0.0, 0.0, positive
1.515, 15.7268, 1.169, 0.9383, 73.9219, 0.0, 8.0781, 0.0, 0.0, positive
1.5184, 14.3259, 2.2226, 1.634, 72.4858, 0.0, 9.2839, 0.0, 0.0, positive
1.5193, 14.5332, 0.6111, 0.8486, 73.1786, 0.0, 10.6847, 0.0, 0.0, positive
1.519, 14.5047, 0.3299, 1.9431, 72.6371, 0.0, 10.4901, 0.0, 0.0, positive
1.5183, 14.4412, 2.101, 1.6483, 72.4027, 0.0, 9.3617, 0.0, 0.0, positive
1.5189, 14.6821, 1.2851, 1.6846, 72.4576, 0.0, 9.8311, 0.0, 0.0, positive
1.5191, 14.1704, 0.1596, 2.0572, 72.7133, 0.0, 10.7696, 0.0, 0.0, positive
1.519, 14.9399, 0.686, 1.5969, 72.6175, 0.0, 10.104, 0.0, 0.0, positive
1.5182, 14.496, 2.2134, 1.6035, 72.4171, 0.0, 9.2289, 0.0, 0.0, positive
1.5191, 14.0651, 1.3544, 1.7905, 72.5292, 0.0, 10.141, 0.0, 0.0, positive
1.5166, 15.6952, 0.5513, 1.3291, 73.355, 0.0, 8.9771, 0.0, 0.0, positive
1.5191, 14.3161, 1.1339, 1.1294, 73.0607, 0.0, 10.2388, 0.0, 0.0, positive
1.519, 14.2687, 1.3535, 1.2398, 72.9799, 0.0, 10.0491, 0.0, 0.0, positive
1.5186, 14.2625, 2.3045, 1.594, 72.3756, 0.0, 9.3953, 0.0, 0.0, positive
1.5185, 14.3078, 2.2899, 1.5997, 72.3767, 0.0, 9.3645, 0.0, 0.0, positive
1.5191, 14.0818, 1.0831, 1.8506, 72.5712, 0.0, 10.2901, 0.0, 0.0, positive
1.5195, 14.6288, 0.0, 0.5543, 73.5248, 0.0, 11.108, 0.0, 0.0, positive
1.5186, 14.0741, 2.2234, 1.6444, 72.6222, 0.0, 9.3655, 0.0, 0.0, positive
1.5193, 14.534, 0.5925, 0.8398, 73.1877, 0.0, 10.701, 0.0, 0.0, positive
1.5186, 14.071, 2.2304, 1.6409, 72.6114, 0.0, 9.3744, 0.0, 0.0, positive
1.5187, 14.1545, 1.8837, 1.5062, 72.7847, 0.0, 9.5908, 0.0, 0.0, positive
1.5187, 14.0616, 2.2521, 1.6299, 72.5782, 0.0, 9.4015, 0.0, 0.0, positive
1.5191, 14.0881, 0.9803, 1.8735, 72.5871, 0.0, 10.3466, 0.0, 0.0, positive
1.5189, 14.1214, 0.9775, 1.8989, 72.7088, 0.0, 10.1893, 0.0, 0.0, positive
1.5184, 14.3097, 2.2205, 1.6359, 72.4984, 0.0, 9.2867, 0.0, 0.0, positive
1.5184, 14.2927, 2.2182, 1.6378, 72.5117, 0.0, 9.2897, 0.0, 0.0, positive
1.5191, 14.1219, 0.4285, 1.9958, 72.6725, 0.0, 10.6498, 0.0, 0.0, positive
1.519, 14.2632, 1.3794, 1.2528, 72.9703, 0.0, 10.0267, 0.0, 0.0, positive
1.5182, 14.5051, 2.2064, 1.5995, 72.4265, 0.0, 9.2208, 0.0, 0.0, positive
1.5159, 15.264, 1.4085, 1.1894, 73.6497, 0.0, 8.3681, 0.0, 0.0, positive
1.519, 14.2867, 1.2703, 1.198, 73.0105, 0.0, 10.121, 0.0, 0.0, positive
1.5174, 15.318, 0.0, 0.501, 73.9971, 0.0, 9.9901, 0.0, 0.0, positive
1.5189, 14.255, 0.7666, 1.9294, 72.6162, 0.0, 10.3294, 0.0, 0.0, positive
1.5186, 14.3354, 1.8059, 1.6826, 72.6242, 0.0, 9.4956, 0.0, 0.0, positive
1.5184, 14.6061, 1.8416, 1.6523, 72.4125, 0.0, 9.4488, 0.0, 0.0, positive
1.5191, 14.0025, 2.3774, 1.5637, 72.3709, 0.0, 9.5788, 0.0, 0.0, positive
