@relation glass5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs Class
@data
1.5191, 13.6028, 3.6189, 1.1085, 72.638, 0.1428, 8.7548, 0.0, 0.0, negative
1.5177, 13.2104, 3.6908, 1.2915, 72.61, 0.5713, 8.2168, 0.0, 0.0, negative
1.5223, 14.168, 3.812, 0.7811, 71.35, 0.0, 9.691, 0.0, 0.0, negative
1.5178, 13.2104, 2.8107, 1.2915, 72.9796, 0.5092, 9.0238, 0.0, 0.459, negative
1.522, 14.3609, 3.8479, 0.8903, 71.3612, 0.149, 9.153, 0.0, 0.0, negative
1.519, 13.4898, 3.4798, 1.3493, 71.9492, 0.5527, 9.0023, 0.0, 0.0, negative
1.5185, 13.6427, 3.8704, 1.2691, 71.9604, 0.5403, 8.3244, 0.0, 0.1632, negative
1.5166, 12.9312, 3.5381, 1.6189, 72.9572, 0.6396, 8.0339, 0.0, 0.1071, negative
1.5169, 12.6718, 2.8781, 1.7088, 73.2092, 0.7328, 8.5396, 0.0, 0.0, negative
1.5266, 11.2287, 0.0, 0.7715, 73.2092, 0.0, 14.6836, 0.0, 0.0, negative
1.5185, 13.1972, 3.6279, 1.07, 72.8284, 0.5713, 8.4105, 0.0914, 0.0867, negative
1.5181, 12.9578, 2.9589, 1.4296, 72.918, 0.6024, 8.7871, 0.1386, 0.0, negative
1.5165, 13.41, 3.5516, 1.2498, 72.8116, 0.6831, 8.0985, 0.0, 0.0, negative
1.5163, 12.7117, 3.3316, 1.4905, 73.282, 0.6707, 8.2384, 0.0, 0.0, negative
1.5273, 13.8023, 3.152, 0.6592, 70.5716, 0.0807, 11.6385, 0.0, 0.0, negative
1.5189, 13.4632, 3.83, 1.2594, 72.5484, 0.5713, 8.2061, 0.0, 0.0714, negative
1.5187, 12.9312, 3.6593, 1.5612, 72.5092, 0.5775, 8.5504, 0.0, 0.0612, negative
1.5162, 13.0109, 3.5022, 1.4809, 72.89, 0.6024, 8.12, 0.0, 0.0, negative
1.516, 12.8979, 3.4393, 1.4488, 73.58, 0.4409, 8.2706, 0.0, 0.0, negative
1.5171, 13.7225, 3.6818, 1.8115, 72.0612, 0.6396, 7.8833, 0.0, 0.0, negative
1.5167, 12.9378, 3.61, 1.2594, 72.75, 0.5589, 8.6042, 0.0, 0.0, negative
1.5169, 13.3301, 3.5381, 1.6093, 72.5428, 0.6831, 8.1092, 0.0, 0.0, negative
1.5165, 13.4432, 3.61, 1.5387, 72.3916, 0.6583, 8.0339, 0.0, 0.0, negative
1.5159, 13.2503, 3.4483, 1.4296, 73.17, 0.6086, 7.8618, 0.0, 0.0, negative
1.5174, 12.1997, 3.2508, 1.1599, 73.5508, 0.621, 8.8947, 0.0, 0.1224, negative
1.5247, 11.4482, 0.0, 1.8789, 72.19, 0.8073, 13.2418, 0.0, 0.1734, negative
1.5183, 13.237, 3.9018, 1.4103, 72.33, 0.5527, 8.3137, 0.0, 0.051, negative
1.5179, 13.1905, 3.9018, 1.3012, 72.33, 0.5527, 8.4428, 0.0, 0.1428, negative
1.5182, 12.6186, 2.7614, 0.8293, 73.8084, 0.3478, 9.422, 0.0, 0.102, negative
1.5185, 13.0974, 3.9692, 1.1888, 72.442, 0.6024, 8.432, 0.0, 0.0, negative
1.5171, 12.8912, 3.6189, 1.5708, 72.9572, 0.6086, 8.1092, 0.0, 0.0, negative
1.5161, 13.922, 3.5202, 1.2498, 72.8788, 0.3726, 7.9371, 0.0, 0.0714, negative
1.5159, 12.858, 3.5202, 2.1197, 72.6604, 0.6893, 7.9694, 0.0, 0.0, negative
1.5184, 13.0176, 3.6189, 1.0604, 72.3412, 0.6396, 9.1314, 0.0, 0.0765, negative
1.5241, 13.8289, 2.9005, 1.1695, 71.1484, 0.0807, 10.7885, 0.0, 0.0, negative
1.5184, 13.2503, 3.7581, 1.3204, 72.4028, 0.5775, 8.4213, 0.0, 0.0, negative
1.5181, 13.4299, 3.9781, 1.1792, 72.4924, 0.5775, 8.1523, 0.0, 0.0, negative
1.5163, 13.3368, 3.5696, 1.5708, 72.8676, 0.6086, 7.894, 0.0, 0.0, negative
1.5165, 13.4033, 3.4887, 1.5194, 72.6492, 0.6707, 8.077, 0.0, 0.051, negative
1.5274, 11.0226, 0.0, 0.749, 73.0804, 0.0, 14.9634, 0.0, 0.0, negative
1.5181, 13.3301, 3.8479, 1.2498, 72.778, 0.5216, 8.12, 0.0, 0.0, negative
1.5166, 12.8514, 3.5112, 1.4392, 73.0076, 0.6831, 8.2276, 0.5985, 0.1275, negative
1.5157, 14.8597, 3.6683, 1.7409, 71.8708, 0.1615, 7.356, 0.0, 0.0612, negative
1.5163, 13.3567, 3.5785, 1.4905, 72.722, 0.4471, 8.2061, 0.0, 0.0, negative
1.5186, 13.3567, 3.4304, 1.4296, 72.2628, 0.5092, 8.6042, 0.0, 0.0, negative
1.5173, 12.3526, 2.7209, 1.6286, 72.8676, 0.7017, 9.2283, 0.0, 0.0, negative
1.5181, 12.9977, 3.7985, 1.0797, 73.0692, 0.5589, 8.3782, 0.0, 0.0612, negative
1.5159, 13.0176, 3.5785, 1.5098, 73.1196, 0.6893, 7.9586, 0.0, 0.0, negative
1.5157, 13.237, 3.4887, 1.4713, 73.2484, 0.3788, 8.0339, 0.0, 0.0, negative
1.5339, 12.2994, 0.0, 0.9994, 70.1628, 0.118, 16.19, 0.0, 0.1224, negative
1.5278, 12.6386, 0.0, 0.6688, 72.022, 0.0621, 14.4038, 0.0, 0.0, negative
1.518, 13.7092, 3.9287, 1.5387, 71.8092, 0.5403, 8.2061, 0.0, 0.0765, negative
1.5159, 12.8181, 3.5202, 1.9014, 72.862, 0.6893, 7.9694, 0.0, 0.0, negative
1.5164, 12.5521, 3.4798, 1.8693, 73.2316, 0.6272, 8.077, 0.0, 0.459, negative
1.5159, 13.237, 3.3406, 1.4713, 73.0972, 0.3912, 8.2168, 0.0, 0.0, negative
1.5165, 12.7516, 2.8512, 1.4392, 73.2708, 0.5713, 8.7871, 0.1103, 0.1122, negative
1.5167, 13.2969, 3.6414, 1.5291, 72.5316, 0.6521, 8.0339, 0.0, 0.1479, negative
1.5218, 13.1972, 3.6818, 1.1503, 72.75, 0.5403, 8.5181, 0.0, 0.0, negative
1.5167, 12.8713, 3.5606, 1.6414, 73.142, 0.6521, 7.9909, 0.0, 0.0, negative
1.516, 13.0176, 3.5606, 1.5387, 73.1084, 0.7204, 7.9048, 0.0, 0.0, negative
1.5141, 14.2478, 3.0891, 2.0812, 72.2796, 1.0992, 7.0763, 0.0, 0.0, negative
1.5312, 10.73, 0.0, 2.1004, 69.81, 0.5775, 13.2956, 3.15, 0.1428, negative
1.5167, 12.7915, 3.5202, 1.5387, 73.3604, 0.6583, 7.9048, 0.0, 0.0, negative
1.5178, 13.5297, 3.4079, 1.5194, 72.0388, 0.5775, 8.7871, 0.0, 0.0, negative
1.5161, 13.3301, 3.5291, 1.3397, 72.6716, 0.5589, 8.3352, 0.0, 0.0, negative
1.5166, 13.1373, 3.4483, 1.7602, 72.4812, 0.6024, 8.3782, 0.0, 0.0867, negative
1.5212, 14.0284, 3.7581, 0.5789, 71.7924, 0.1118, 9.6479, 0.0, 0.0, negative
1.5165, 13.0375, 3.3989, 1.2594, 73.0076, 0.5216, 8.5827, 0.0, 0.0, negative
1.5169, 12.858, 3.5785, 1.3108, 72.61, 0.6086, 8.7871, 0.0, 0.0, negative
1.518, 13.503, 3.3585, 1.6286, 71.938, 0.5713, 8.8086, 0.0, 0.459, negative
1.5194, 13.6427, 3.5381, 0.749, 72.6492, 0.1615, 8.8947, 0.1512, 0.1224, negative
1.5177, 13.6494, 3.6593, 1.1085, 72.7724, 0.1118, 8.6042, 0.0, 0.0, negative
1.5183, 13.3301, 3.3406, 1.5387, 72.1396, 0.5589, 8.9916, 0.0, 0.0, negative
1.5165, 13.41, 3.3899, 1.2787, 72.638, 0.5216, 8.6472, 0.0, 0.0, negative
1.5164, 12.1598, 3.5202, 1.3493, 72.89, 0.5713, 8.5289, 0.0, 0.0, negative
1.5197, 12.6386, 0.0, 1.651, 73.7524, 0.3788, 11.5309, 0.0, 0.0, negative
1.5191, 12.7317, 1.8499, 1.8597, 72.6884, 0.6024, 10.0891, 0.0, 0.0, negative
1.5151, 14.0084, 2.6805, 3.5, 69.8884, 1.6829, 5.8712, 2.1987, 0.0, negative
1.5132, 13.0176, 0.0, 3.041, 70.482, 6.21, 6.9579, 0.0, 0.0, negative
1.5215, 11.0292, 1.7107, 1.5612, 73.4388, 0.5775, 11.617, 0.0, 0.0, negative
1.5132, 12.9977, 0.0, 3.0185, 70.7004, 6.21, 6.9256, 0.0, 0.0, negative
1.5167, 12.858, 0.0, 1.8308, 73.8812, 0.9688, 10.1752, 0.0, 0.0, negative
1.5237, 13.4432, 0.0, 1.5804, 72.218, 0.3229, 12.2411, 0.0, 0.0, negative
1.5204, 13.3767, 0.0, 1.4007, 72.2516, 0.3291, 12.4993, 0.0, 0.0, negative
1.5206, 12.8514, 1.6119, 2.1711, 72.1788, 0.7576, 9.7017, 0.2394, 0.2601, negative
1.5151, 15.1523, 0.0, 2.2513, 73.5004, 0.0, 8.3352, 0.63, 0.0, negative
1.5113, 13.6892, 3.2014, 1.8115, 72.8116, 1.7574, 5.43, 1.1907, 0.0, negative
1.5156, 13.8688, 0.0, 2.5402, 73.2316, 0.1428, 9.4112, 0.8095, 0.0051, negative
1.5232, 13.4432, 3.3406, 1.2305, 72.3804, 0.6024, 8.8302, 0.0, 0.0, negative
1.5155, 14.1415, 0.0, 2.6814, 73.3884, 0.0807, 9.0669, 0.6111, 0.0255, negative
1.5165, 14.3809, 0.0, 1.9399, 73.6124, 0.0, 8.4751, 1.5687, 0.0, negative
1.5165, 14.9395, 0.0, 1.8693, 73.1084, 0.0, 8.6688, 1.3797, 0.0, negative
1.5172, 14.7532, 0.0, 2.0009, 73.0188, 0.0, 8.5289, 1.5908, 0.0408, negative
1.5162, 14.9527, 0.0, 2.2706, 73.2988, 0.0, 8.7118, 0.671, 0.0, negative
1.5171, 14.2279, 0.0, 2.0812, 73.3604, 0.0, 8.615, 1.6695, 0.0, negative
1.5151, 14.853, 0.0, 2.4214, 73.7188, 0.0, 8.389, 0.5607, 0.0, negative
1.5162, 14.2013, 0.0, 2.7906, 73.4612, 0.0373, 9.0454, 0.4001, 0.459, negative
1.5153, 14.3809, 0.0, 2.659, 73.0972, 0.0373, 9.0776, 0.6394, 0.0, negative
1.5161, 15.126, 0.0, 2.5113, 73.0524, 0.0497, 8.8302, 0.5292, 0.0, negative
1.5183, 14.3875, 0.0, 1.8212, 72.862, 1.4097, 6.4737, 2.8791, 0.0, negative
1.516, 14.853, 0.0, 2.3797, 73.282, 0.0, 8.7548, 0.6394, 0.459, negative
1.5173, 14.7, 0.0, 2.3412, 73.282, 0.0, 8.9485, 0.6615, 0.0, negative
1.5162, 14.1415, 0.0, 2.8805, 72.61, 0.0807, 9.1852, 1.0615, 0.0, negative
1.5184, 14.321, 3.2597, 2.2192, 71.2492, 1.4593, 5.7851, 1.6285, 0.0, negative
1.5166, 14.7998, 0.0, 1.9913, 73.1084, 0.0, 8.2814, 1.7105, 0.0, negative
1.5197, 14.5604, 0.0, 0.5596, 73.478, 0.0, 11.2189, 0.0, 0.0, positive
1.5194, 13.789, 2.4111, 1.1888, 72.7612, 0.0, 9.7663, 0.0, 0.0, positive
1.5183, 14.4606, 2.2405, 1.6189, 72.3804, 0.0, 9.2606, 0.0, 0.0, positive
1.5185, 14.0883, 2.1911, 1.6607, 72.6716, 0.0, 9.3251, 0.0, 0.0, positive
1.513, 14.4008, 1.7421, 1.5387, 74.5476, 0.0, 7.5928, 0.0, 0.0, positive
1.5191, 14.0018, 2.3887, 1.5612, 72.3692, 0.0, 9.5726, 0.0, 0.0, positive
1.5192, 14.1481, 0.0, 2.0908, 72.7388, 0.0, 10.8853, 0.0, 0.0, positive
1.5197, 14.5311, 0.1253, 0.6122, 73.4198, 0.0, 11.1325, 0.0, 0.0, positive
1.5156, 14.2534, 1.9538, 1.5962, 73.6631, 0.0, 8.4096, 0.0, 0.0, positive
1.5193, 13.8371, 2.4061, 1.273, 72.6725, 0.0, 9.7225, 0.0, 0.0, positive
1.5184, 14.3745, 2.2683, 1.6081, 72.3783, 0.0, 9.3191, 0.0, 0.0, positive
1.5193, 13.8385, 2.0786, 1.3132, 72.7581, 0.0, 9.9206, 0.0, 0.0, positive
1.5186, 14.0934, 2.001, 1.698, 72.6774, 0.0, 9.4605, 0.0, 0.0, positive
1.5152, 14.4263, 1.9545, 1.5729, 73.624, 0.0, 8.3035, 0.0, 0.0, positive
1.5185, 14.2024, 2.2063, 1.6479, 72.5824, 0.0, 9.3053, 0.0, 0.0, positive
1.5192, 13.8929, 2.4002, 1.3706, 72.5698, 0.0, 9.6717, 0.0, 0.0, positive
1.5158, 14.432, 2.0022, 1.5806, 73.4169, 0.0, 8.4629, 0.0, 0.0, positive
1.5172, 13.9979, 2.1827, 1.3082, 73.371, 0.0, 9.0243, 0.0, 0.0, positive
1.519, 14.0083, 2.3738, 1.5687, 72.392, 0.0, 9.554, 0.0, 0.0, positive
1.5135, 14.3656, 1.7992, 1.5407, 74.3554, 0.0, 7.7675, 0.0, 0.0, positive
1.5185, 14.3694, 1.5861, 1.7568, 72.4851, 0.0, 9.7351, 0.0, 0.0, positive
1.5137, 14.3612, 1.7991, 1.5542, 74.3097, 0.0, 7.8125, 0.0, 0.0, positive
1.5188, 14.2891, 1.0106, 1.878, 72.5771, 0.0, 10.1524, 0.0, 0.0, positive
1.5132, 14.3894, 1.7607, 1.5393, 74.4852, 0.0, 7.6495, 0.0, 0.0, positive
1.5145, 14.2612, 1.8948, 1.4588, 74.1399, 0.0, 8.0889, 0.0, 0.0, positive
1.5189, 14.5047, 1.2505, 1.1509, 72.8654, 0.0, 10.1259, 0.0, 0.0, positive
1.5186, 14.2704, 2.2888, 1.4971, 72.4883, 0.0, 9.4038, 0.0, 0.0, positive
1.5188, 14.1768, 2.3322, 1.5832, 72.3735, 0.0, 9.4536, 0.0, 0.0, positive
1.5191, 14.3318, 1.0606, 1.0926, 73.0877, 0.0, 10.3022, 0.0, 0.0, positive
1.515, 14.2106, 1.9501, 1.4299, 73.9922, 0.0, 8.2685, 0.0, 0.0, positive
1.5192, 13.8346, 2.3776, 1.2607, 72.7475, 0.0, 9.6991, 0.0, 0.0, positive
1.5187, 14.0579, 2.2604, 1.6258, 72.5656, 0.0, 9.4119, 0.0, 0.0, positive
1.5191, 14.1201, 0.4568, 1.9895, 72.6681, 0.0, 10.6343, 0.0, 0.0, positive
1.5192, 13.9367, 2.3955, 1.4473, 72.4891, 0.0, 9.6318, 0.0, 0.0, positive
1.5177, 13.9483, 2.2369, 1.2799, 73.2264, 0.0, 9.2002, 0.0, 0.0, positive
1.5189, 14.1236, 0.8952, 1.9151, 72.7113, 0.0, 10.2479, 0.0, 0.0, positive
1.5184, 14.0975, 2.1778, 1.6571, 72.7272, 0.0, 9.2737, 0.0, 0.0, positive
1.5167, 14.4427, 2.0913, 1.5949, 73.0293, 0.0, 8.7612, 0.0, 0.0, positive
1.5193, 13.8354, 2.0995, 1.3054, 72.7583, 0.0, 9.9109, 0.0, 0.0, positive
1.5192, 14.1409, 0.1177, 2.0647, 72.7206, 0.0, 10.8206, 0.0, 0.0, positive
1.5191, 14.0641, 1.3714, 1.7867, 72.5266, 0.0, 10.1317, 0.0, 0.0, positive
1.5189, 14.1249, 0.8501, 1.9239, 72.7127, 0.0, 10.28, 0.0, 0.0, positive
1.5185, 14.0905, 2.1914, 1.6604, 72.6699, 0.0, 9.3247, 0.0, 0.0, positive
1.5194, 14.2943, 0.0, 1.548, 73.0009, 0.0, 11.0036, 0.0, 0.0, positive
1.5193, 13.8072, 2.4065, 1.2004, 72.7509, 0.0, 9.7526, 0.0, 0.0, positive
1.5189, 14.2344, 1.513, 1.3199, 72.9212, 0.0, 9.9112, 0.0, 0.0, positive
1.5193, 13.8315, 2.4003, 1.216, 72.7371, 0.0, 9.7343, 0.0, 0.0, positive
1.5189, 14.125, 0.8471, 1.9245, 72.7128, 0.0, 10.2821, 0.0, 0.0, positive
1.5189, 14.0199, 2.3474, 1.5819, 72.4324, 0.0, 9.5209, 0.0, 0.0, positive
1.5193, 13.8159, 2.4083, 1.2358, 72.7117, 0.0, 9.7418, 0.0, 0.0, positive
1.5187, 14.4921, 1.533, 1.2845, 72.727, 0.0, 9.8789, 0.0, 0.0, positive
1.5187, 14.1427, 1.9382, 1.5336, 72.7647, 0.0, 9.5437, 0.0, 0.0, positive
1.5145, 14.3178, 1.8614, 1.5711, 74.0491, 0.0, 8.0531, 0.0, 0.0, positive
1.5186, 13.8616, 2.3318, 1.2303, 72.9731, 0.0, 9.5084, 0.0, 0.0, positive
1.5187, 14.0115, 2.2475, 1.5397, 72.6946, 0.0, 9.4382, 0.0, 0.0, positive
1.5191, 14.1456, 0.0911, 2.0729, 72.736, 0.0, 10.8205, 0.0, 0.0, positive
1.5191, 14.0188, 2.1112, 1.6227, 72.4121, 0.0, 9.7251, 0.0, 0.0, positive
1.518, 13.9249, 2.2625, 1.2665, 73.158, 0.0, 9.2835, 0.0, 0.0, positive
1.5186, 14.3334, 1.3285, 1.811, 72.5263, 0.0, 9.9219, 0.0, 0.0, positive
1.5184, 14.38, 2.261, 1.5673, 72.4261, 0.0, 9.3213, 0.0, 0.0, positive
1.5144, 14.2634, 1.8924, 1.4601, 74.1463, 0.0, 8.081, 0.0, 0.0, positive
1.5191, 14.1805, 0.2322, 2.0419, 72.7017, 0.0, 10.717, 0.0, 0.0, positive
1.5186, 14.0903, 2.1167, 1.6753, 72.6739, 0.0, 9.3781, 0.0, 0.0, positive
1.5163, 14.0884, 2.0837, 1.36, 73.6354, 0.0, 8.7026, 0.0, 0.0, positive
1.5184, 14.3259, 2.2226, 1.634, 72.4858, 0.0, 9.2839, 0.0, 0.0, positive
1.5189, 14.2333, 0.6111, 1.9621, 72.641, 0.0, 10.4422, 0.0, 0.0, positive
1.5162, 14.2202, 2.0015, 1.6092, 73.4637, 0.0, 8.5936, 0.0, 0.0, positive
1.5183, 14.4412, 2.101, 1.6483, 72.4027, 0.0, 9.3617, 0.0, 0.0, positive
1.5149, 14.2757, 1.9448, 1.5457, 73.8648, 0.0, 8.2134, 0.0, 0.0, positive
1.5191, 14.1704, 0.1596, 2.0572, 72.7133, 0.0, 10.7696, 0.0, 0.0, positive
1.5137, 14.37, 1.5297, 1.606, 74.327, 0.0, 7.9942, 0.0, 0.0, positive
1.5185, 14.0846, 2.1938, 1.655, 72.6727, 0.0, 9.3305, 0.0, 0.0, positive
1.5191, 14.0651, 1.3544, 1.7905, 72.5292, 0.0, 10.141, 0.0, 0.0, positive
1.5191, 13.9392, 2.3953, 1.4516, 72.4846, 0.0, 9.6296, 0.0, 0.0, positive
1.5191, 14.3161, 1.1339, 1.1294, 73.0607, 0.0, 10.2388, 0.0, 0.0, positive
1.5188, 14.1111, 1.3535, 1.8251, 72.6973, 0.0, 9.9216, 0.0, 0.0, positive
1.5186, 14.2625, 2.3045, 1.594, 72.3756, 0.0, 9.3953, 0.0, 0.0, positive
1.5185, 14.3078, 2.2899, 1.5997, 72.3767, 0.0, 9.3645, 0.0, 0.0, positive
1.5191, 14.0818, 1.0831, 1.8506, 72.5712, 0.0, 10.2901, 0.0, 0.0, positive
1.5192, 14.1394, 0.0585, 2.0689, 72.7393, 0.0, 10.8582, 0.0, 0.0, positive
1.5186, 14.0741, 2.2234, 1.6444, 72.6222, 0.0, 9.3655, 0.0, 0.0, positive
1.5189, 14.2308, 0.5925, 1.966, 72.644, 0.0, 10.4556, 0.0, 0.0, positive
1.5186, 14.071, 2.2304, 1.6409, 72.6114, 0.0, 9.3744, 0.0, 0.0, positive
1.5186, 14.0966, 1.8837, 1.721, 72.681, 0.0, 9.544, 0.0, 0.0, positive
1.5187, 14.0616, 2.2521, 1.6299, 72.5782, 0.0, 9.4015, 0.0, 0.0, positive
1.5191, 14.0881, 0.9803, 1.8735, 72.5871, 0.0, 10.3466, 0.0, 0.0, positive
1.5191, 14.0828, 1.0656, 1.8545, 72.5739, 0.0, 10.2997, 0.0, 0.0, positive
1.5184, 14.3097, 2.2205, 1.6359, 72.4984, 0.0, 9.2867, 0.0, 0.0, positive
1.5184, 14.2927, 2.2182, 1.6378, 72.5117, 0.0, 9.2897, 0.0, 0.0, positive
1.5192, 14.0837, 0.4325, 1.929, 72.7428, 0.0, 10.6846, 0.0, 0.0, positive
1.519, 14.2632, 1.3794, 1.2528, 72.9703, 0.0, 10.0267, 0.0, 0.0, positive
1.5185, 14.0837, 2.1945, 1.6535, 72.673, 0.0, 9.3318, 0.0, 0.0, positive
1.5187, 14.2207, 2.3015, 1.4653, 72.5164, 0.0, 9.4412, 0.0, 0.0, positive
1.5188, 14.1134, 1.2703, 1.8414, 72.6998, 0.0, 9.9808, 0.0, 0.0, positive
1.5192, 14.0516, 0.6479, 1.8484, 72.7448, 0.0, 10.5846, 0.0, 0.0, positive
1.5189, 14.255, 0.7666, 1.9294, 72.6162, 0.0, 10.3294, 0.0, 0.0, positive
1.5176, 13.9562, 2.2283, 1.2844, 73.2493, 0.0, 9.1724, 0.0, 0.0, positive
1.5186, 14.277, 2.2872, 1.5014, 72.4845, 0.0, 9.3988, 0.0, 0.0, positive
1.5191, 14.0025, 2.3774, 1.5637, 72.3709, 0.0, 9.5788, 0.0, 0.0, positive
1.517, 14.4464, 2.1218, 1.5998, 72.8966, 0.0, 8.8633, 0.0, 0.0, positive
1.5166, 14.1621, 2.129, 1.5521, 73.2442, 0.0, 8.7773, 0.0, 0.0, positive
