@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
1.607, 2.312, -0.381, 0.222, 0.163, 0
0.556, 3.451, -0.597, -0.245, -0.153, 0
0.148, 0.777, 1.533, 1.672, 0.0, 0
1.905, 0.487, -0.127, 0.079, 0.072, 0
0.172, 0.953, 2.051, -0.777, -0.572, 0
0.832, 2.711, -0.639, 0.381, 0.0, 0
3.177, -0.275, -0.111, 0.09, -0.074, 0
1.901, 0.502, 0.188, 0.151, -0.152, 0
0.42, 2.394, 1.358, 0.675, 0.0, 0
0.487, 2.467, -0.428, -0.213, -0.121, 0
1.197, 1.397, 0.353, 0.184, 0.119, 0
0.693, 1.713, -0.478, -0.221, -0.156, 0
1.371, 1.441, -0.287, 0.167, -0.171, 0
0.64, 2.462, 1.133, -0.335, 0.0, 0
0.508, 2.937, -0.498, 0.263, -0.159, 0
1.956, 1.328, 0.82, 0.451, -0.256, 0
0.17, 1.356, 0.82, 0.333, 0.0, 0
0.352, 1.828, -0.377, -0.165, 0.0, 0
0.269, 1.13, 2.209, -0.786, -0.323, 0
2.389, 0.639, -0.107, 0.13, -0.053, 0
2.456, 0.964, 0.686, 0.849, -0.257, 0
0.551, 2.308, -0.517, -0.189, -0.122, 0
0.456, 2.315, 1.872, 0.703, -0.293, 0
0.721, 0.502, 0.871, 2.022, -0.563, 0
1.118, 2.528, -0.347, -0.151, 0.189, 0
0.079, 0.274, 0.403, 1.157, 1.638, 0
0.252, 2.498, -0.53, 0.347, -0.137, 0
1.271, 1.743, -0.315, -0.404, 1.494, 0
1.235, 1.996, -0.359, 0.21, 0.141, 0
3.307, 0.503, -0.171, -0.156, 0.598, 0
0.333, 1.292, 1.023, 0.455, -0.199, 0
3.06, 0.584, 0.224, 0.326, -0.088, 0
0.336, 0.875, 2.576, 1.339, -0.557, 0
0.41, 1.009, 2.024, -0.555, -0.271, 0
2.075, 2.142, 0.539, 0.457, 0.301, 0
0.156, 1.135, 1.541, -0.448, -0.214, 0
0.245, 0.552, 0.581, -0.528, 0.0, 0
3.052, -0.233, 0.162, -0.078, -0.071, 0
0.207, 0.532, 0.667, 1.25, 2.511, 0
3.279, 0.547, 0.317, 0.463, 0.166, 0
2.063, 0.377, 0.143, 0.108, 0.1, 0
0.144, 0.713, 1.753, 1.197, 0.0, 0
3.151, -0.31, 0.308, 0.612, -0.171, 0
1.658, 1.367, -0.202, 0.14, 0.133, 0
0.131, 0.5, 1.297, 1.7, -0.536, 0
0.73, 2.928, -0.496, -0.189, -0.133, 0
0.258, 1.379, 1.885, 0.799, 0.0, 0
0.389, 3.191, -0.499, -0.204, -0.136, 0
3.115, 0.571, 0.235, -0.074, -0.043, 0
2.095, 0.869, -0.134, 0.102, 0.103, 0
0.79, 2.192, -0.436, 0.264, -0.166, 0
1.466, 0.924, -0.172, -0.073, 0.076, 0
0.565, 3.345, -0.606, 0.751, -0.27, 0
1.142, 1.867, -0.351, -0.161, -0.11, 0
1.328, 1.955, -0.489, 0.2, 0.256, 0
0.144, 0.858, 2.303, -0.718, -0.535, 0
-0.145, 1.424, 1.738, -0.798, 0.0, 0
0.303, 1.426, 0.978, 0.327, 0.157, 0
0.14, 0.996, 2.233, -0.721, -0.281, 0
1.247, 2.31, -0.321, -0.157, 0.245, 0
0.232, 1.298, 1.482, -0.482, -0.259, 0
1.314, 2.129, -0.441, 0.434, 1.019, 0
1.128, 0.804, -0.156, 0.109, 0.0, 0
0.249, 1.039, 3.199, -0.81, -0.372, 0
2.822, 0.316, -0.097, 0.091, -0.062, 0
3.272, 0.713, -0.131, -0.085, -0.052, 0
0.213, 1.448, 0.992, 0.338, 0.0, 0
0.249, 1.297, 2.72, -0.722, -0.384, 0
0.675, 2.061, 0.701, 0.248, -0.121, 0
0.324, 1.276, 0.55, 0.378, 0.385, 0
0.586, 2.408, -0.62, -0.267, -0.166, 0
0.472, 2.321, 1.722, 0.716, -0.3, 0
2.153, 1.127, 0.359, -0.105, -0.062, 0
0.212, 1.237, 0.848, 1.092, -0.437, 0
-0.164, 1.49, 1.931, 0.699, 0.0, 0
0.648, 0.484, 0.776, 1.913, -0.599, 0
0.303, 2.016, -0.448, 0.305, -0.123, 0
-0.993, -0.805, -0.294, -0.151, -0.112, 0
0.24, 1.068, 2.387, -0.747, -0.297, 0
0.19, 0.987, 2.322, -0.656, -0.279, 0
0.607, 2.773, -0.348, -0.168, 0.145, 0
1.16, 1.236, -0.238, -0.093, -0.058, 0
2.586, 0.614, 0.19, 0.162, 0.101, 0
0.797, 2.197, -0.479, -0.19, 0.0, 0
0.235, 0.527, 0.381, 0.925, 0.949, 0
0.152, 0.631, 1.342, 2.041, 0.0, 0
2.534, 0.387, 0.641, 1.019, -0.339, 0
2.531, 0.387, 0.64, 1.019, -0.337, 0
1.488, 1.97, 0.515, 1.191, -0.329, 0
0.71, 3.162, -0.393, -0.255, 0.662, 0
1.022, 1.607, -0.248, -0.109, 0.11, 0
1.127, 2.254, -0.299, 0.172, -0.16, 0
2.673, 0.831, 1.16, -0.308, -0.124, 0
0.629, 2.673, 1.008, 0.403, -0.177, 0
-0.155, 1.643, 1.345, 0.62, 0.372, 0
1.169, 2.579, -0.529, 0.724, 0.488, 0
1.576, 1.608, -0.304, -0.121, 0.108, 0
0.227, 1.064, 2.302, 1.11, -0.354, 0
0.259, 1.413, 0.988, -0.348, 0.246, 0
2.102, 0.355, -0.092, 0.095, -0.047, 0
0.075, 0.376, 0.311, 0.424, 0.0, 0
0.216, 1.593, 1.12, 0.516, 0.0, 0
0.599, 2.53, -0.481, -0.343, 1.107, 0
0.58, 3.373, -0.566, -0.245, -0.146, 0
3.223, 0.698, -0.13, -0.061, -0.046, 0
0.231, 2.426, 0.676, 1.775, -0.545, 0
0.159, 0.378, 0.46, -0.601, 1.794, 0
1.222, 1.182, -0.186, -0.099, -0.054, 0
2.416, 0.88, -0.137, 0.094, -0.035, 0
0.745, 2.821, -0.503, -0.249, 0.884, 0
0.755, 1.277, -0.297, -0.426, 1.903, 0
1.029, 1.893, 0.658, -0.432, 1.155, 0
1.408, 1.792, -0.344, -0.124, -0.081, 0
3.079, 0.491, -0.124, -0.084, 0.071, 0
0.79, 2.386, -0.403, 0.24, 0.164, 0
0.268, 1.599, 0.712, 0.28, -0.11, 0
0.512, 2.054, -0.377, 0.473, 1.449, 0
1.918, 1.214, 0.261, 0.114, -0.067, 0
0.449, 1.903, -0.309, 0.223, -0.09, 0
0.087, 0.302, 0.304, 0.535, 0.0, 0
0.735, 2.882, 1.014, -0.355, 0.216, 0
0.293, 1.058, 2.634, -0.756, 0.0, 0
0.383, 2.973, -0.529, -0.241, -0.153, 0
2.885, -0.282, 1.362, 0.503, -0.216, 0
0.991, 2.986, 0.833, 0.648, 0.314, 0
0.536, 2.885, 1.008, 0.451, 0.0, 0
0.767, 1.165, 0.339, -0.1, -0.065, 0
0.131, 0.316, 0.492, -0.883, 0.0, 0
2.917, 1.008, 0.494, 0.432, 0.385, 0
0.144, 0.335, 0.474, 1.668, 0.0, 0
0.711, 2.712, 1.415, -0.44, -0.2, 0
0.181, 1.132, 2.038, -0.56, 0.0, 0
1.644, 1.98, 0.579, 1.252, -0.293, 0
0.451, 1.433, -0.363, -0.198, -0.189, 0
3.483, 0.479, -0.134, 0.108, 0.082, 0
0.744, 1.505, 0.909, 0.437, 0.231, 0
0.118, 0.384, 0.41, 0.973, 1.363, 0
1.929, 0.828, 0.178, 0.163, 0.159, 0
1.032, 2.486, -0.491, 0.28, 0.607, 0
1.26, 0.695, -0.122, 0.112, 0.109, 0
2.646, 0.98, -0.149, -0.092, -0.039, 0
3.341, -0.275, -0.106, -0.069, -0.051, 0
0.799, 2.609, -0.435, -0.262, -0.246, 0
0.711, 2.448, -0.47, 0.255, 0.166, 0
0.279, 0.892, 2.474, -0.53, -0.307, 0
0.644, 1.852, -0.505, 0.213, -0.115, 0
0.352, 1.16, 1.638, 0.621, -0.535, 0
1.094, 2.35, -0.346, 0.183, -0.108, 0
-0.668, -0.709, -0.391, -0.143, -0.089, 0
0.505, 1.929, 2.448, -0.626, -0.321, 0
0.247, 1.17, 2.051, -0.56, 0.573, 0
1.667, 1.272, -0.24, 0.204, 0.163, 0
2.411, 1.293, 0.256, 0.226, -0.103, 0
3.167, 0.529, -0.143, 0.172, -0.063, 0
-0.147, 1.023, 1.96, 0.901, 0.0, 0
0.55, 2.247, 0.744, 0.503, -0.363, 0
1.423, 2.429, 0.999, 0.553, -0.157, 0
3.684, 0.362, -0.1, -0.07, 0.052, 0
3.665, 0.822, -0.158, -0.087, -0.055, 0
1.188, 2.725, -0.47, -0.186, 0.39, 0
0.555, 2.197, -0.337, 0.199, -0.146, 0
2.146, 0.439, 0.159, 0.129, -0.139, 0
0.308, 2.612, -0.517, 0.271, 0.174, 0
2.222, 1.239, 0.352, 0.147, -0.095, 0
2.286, 1.321, 0.696, -0.171, 0.204, 0
1.543, 1.994, -0.283, -0.126, 0.103, 0
3.259, 0.65, 0.176, 0.112, -0.066, 0
0.656, 1.465, 1.766, 0.689, -0.253, 0
0.192, 1.594, 2.314, -0.694, 0.0, 0
0.197, 2.013, 1.871, -0.6, -0.234, 0
0.88, 2.143, 0.546, 0.306, -0.234, 0
2.916, 0.539, -0.126, 0.125, -0.06, 0
1.214, 1.716, -0.243, -0.108, 0.1, 0
0.338, 1.087, 2.791, -0.824, -0.381, 0
0.241, 1.884, 0.49, 0.272, -0.103, 0
0.77, 2.496, -0.402, 0.24, 0.163, 0
0.135, 0.606, 1.343, 2.28, 0.0, 0
0.201, 1.552, 0.829, 0.323, 0.183, 0
3.325, 0.688, -0.133, -0.089, -0.056, 0
0.159, 1.028, 1.872, -0.768, -0.553, 0
2.072, 0.268, -0.11, 0.081, -0.082, 0
0.641, 2.998, -0.526, -0.204, -0.144, 0
2.733, 0.493, -0.116, 0.082, -0.041, 0
0.152, 0.336, 0.45, -0.608, 1.78, 0
1.204, 0.779, 0.25, -0.105, 0.122, 0
1.512, 2.058, 0.567, 0.668, 0.487, 0
0.951, 2.417, -0.392, 0.438, 0.924, 0
0.55, 1.931, -0.482, -0.207, -0.128, 0
2.786, -0.269, 0.124, 0.11, 0.063, 0
0.608, 2.771, -0.436, 0.249, -0.268, 0
0.179, 1.489, 1.166, 0.601, 0.0, 0
1.903, 1.271, -0.244, 0.122, 0.098, 0
0.48, 1.042, 1.914, -0.442, -0.221, 0
0.38, 2.526, 1.04, -0.466, 0.0, 0
1.518, 1.411, -0.23, 0.135, -0.08, 0
3.237, 0.521, 1.084, -0.263, -0.096, 0
0.828, 2.132, -0.487, -0.205, -0.147, 0
2.328, 0.582, -0.107, 0.077, -0.038, 0
0.228, 1.354, 1.264, -0.39, 0.246, 0
3.381, 0.566, 0.22, 0.202, 0.565, 0
0.108, 0.305, 0.386, -0.664, -1.016, 0
0.205, 1.433, 0.976, 0.327, 0.198, 0
0.082, 0.389, 0.378, -0.617, 1.555, 0
1.31, 2.463, -0.334, -0.148, -0.103, 0
0.255, 1.078, 2.834, -0.775, 0.0, 0
0.316, 1.385, 1.342, -0.401, -0.204, 0
0.864, 1.505, -0.241, -0.13, 0.097, 0
0.181, 1.783, 2.053, -0.661, -0.25, 0
0.847, 1.717, 0.516, 0.312, -0.322, 0
1.007, 2.845, -0.424, 0.422, 0.617, 0
2.946, 1.555, -0.247, -0.097, -0.066, 0
1.422, 2.28, -0.554, -0.21, 0.114, 0
0.427, 1.543, 0.576, -0.193, -0.123, 0
0.437, 1.435, 0.502, 0.303, 0.0, 0
0.312, 2.136, -0.335, -0.184, -0.108, 0
0.147, 0.817, 1.534, 1.705, 0.0, 0
0.305, 2.821, -0.423, -0.432, 1.228, 0
2.209, 1.314, 0.443, 0.529, 0.745, 0
0.717, 1.937, 0.963, -0.257, 0.209, 0
2.099, 0.889, -0.175, 0.09, -0.076, 0
2.117, 1.646, 0.982, -0.302, -0.129, 0
0.104, 0.463, 1.052, 2.313, 0.0, 0
0.185, 0.932, 2.296, -0.612, -0.258, 0
0.399, 3.177, -0.509, -0.212, -0.141, 0
2.793, 0.551, 0.577, 0.686, 0.4, 0
0.228, 0.471, 1.647, 1.183, 0.704, 0
0.619, 1.695, -0.579, -0.233, -0.163, 0
0.219, 1.447, 2.493, -0.868, -0.375, 0
0.308, 1.127, 2.844, -0.784, -0.377, 0
0.794, 1.828, 0.782, -0.201, 0.12, 0
0.422, 1.875, 1.571, -0.461, 0.272, 0
0.179, 0.448, 1.268, 1.786, -0.631, 0
1.952, 1.886, 0.387, 0.323, 0.409, 0
0.576, 2.703, 1.06, 0.599, -0.229, 0
1.304, 1.219, -0.234, 0.12, 0.094, 0
0.134, 0.334, 0.428, 1.189, 0.0, 0
0.648, 3.489, -0.54, 0.344, 0.273, 0
-0.239, 3.211, -0.684, -0.311, -0.169, 0
3.065, 0.355, -0.113, -0.073, 0.063, 0
2.675, 0.309, 0.452, 0.984, -0.225, 0
2.198, 0.27, 0.513, 1.842, -0.529, 0
0.541, 2.888, -0.673, -0.254, -0.152, 0
2.62, 1.082, 1.435, -0.239, -0.107, 0
2.321, 0.872, 0.503, 1.212, -0.375, 0
1.219, 2.015, -0.417, -0.187, 0.156, 0
0.972, 1.505, -0.232, -0.101, 0.101, 0
0.266, 0.825, 2.484, -0.527, -0.319, 0
-0.802, 0.884, -0.289, 0.341, -0.452, 0
0.563, 2.441, 1.527, -0.485, 0.0, 0
0.708, 2.221, -0.545, -0.188, 0.0, 0
1.21, 1.811, 0.896, 0.463, 0.301, 0
0.307, 2.782, -0.427, -0.206, -0.138, 0
2.909, 0.745, -0.168, 0.265, -0.092, 0
3.061, 0.583, 0.224, 0.326, -0.088, 0
0.236, 1.741, 0.822, 0.382, -0.175, 0
0.885, 2.87, -0.414, -0.173, -0.117, 0
1.95, 1.598, 0.495, 0.252, 0.503, 0
1.509, 1.501, 0.56, 1.513, -0.407, 0
1.144, 2.693, -0.415, -0.174, -0.104, 0
0.383, 1.267, 1.145, 0.575, -0.212, 0
3.041, 1.383, -0.265, 0.691, -0.179, 0
0.67, 3.124, -0.576, -0.285, -0.366, 0
0.958, 1.627, -0.302, 0.193, -0.089, 0
1.49, 1.435, -0.249, -0.095, 0.091, 0
1.472, 1.773, -0.347, -0.123, -0.077, 0
0.249, 1.066, 2.355, -0.791, 0.0, 0
0.674, 2.695, 0.917, 0.309, 0.184, 0
3.163, -0.265, 0.107, 0.096, -0.086, 0
0.593, 2.197, 1.393, -0.351, -0.151, 0
1.012, 1.612, -0.3, 0.203, -0.092, 0
0.141, 1.079, 1.308, -0.341, -0.166, 0
0.648, 2.694, -0.482, -0.24, -0.14, 0
0.671, 1.538, -0.334, 0.191, -0.129, 0
1.239, 1.892, 0.585, 0.715, 0.741, 0
3.054, -0.324, 0.275, 0.407, -0.238, 0
1.807, 1.094, -0.191, -0.082, 0.068, 0
3.892, -0.241, 0.488, -0.127, -0.066, 0
0.134, 0.612, 1.455, 2.024, 0.0, 0
2.089, 0.672, -0.1, 0.078, 0.065, 0
0.477, 3.228, -0.618, -0.288, -0.154, 0
1.346, 2.116, -0.304, -0.166, -0.145, 0
3.287, 0.685, 0.277, 0.871, -0.201, 0
1.041, 1.96, -0.318, 0.195, -0.41, 0
0.976, 0.774, -0.182, -0.091, 0.111, 0
2.055, 1.169, 0.301, 0.235, -0.066, 0
2.163, 0.875, 0.376, -0.095, -0.06, 0
2.309, 1.809, -0.363, 0.917, -0.26, 0
0.257, 1.734, 0.932, 0.734, -0.291, 0
1.545, 2.072, 0.575, 0.758, 0.423, 0
1.007, 2.844, -0.424, 0.422, 0.617, 0
0.403, 1.803, 1.168, 0.516, -0.229, 0
0.583, 2.523, 0.658, 0.295, 0.246, 0
-0.982, 1.558, -0.327, -0.136, -0.086, 0
0.771, 2.585, -0.676, 0.426, -0.3, 0
1.404, 1.81, -0.342, -0.125, -0.085, 0
0.847, 1.63, -0.328, 0.351, -0.395, 0
0.366, 1.727, 0.828, 0.386, -0.202, 0
1.139, 0.866, 0.238, 0.096, 0.081, 0
2.558, 0.561, 0.573, 0.475, 0.341, 0
0.456, 1.513, 2.206, -0.545, 0.0, 0
0.239, 0.547, 0.397, 0.904, 1.064, 0
2.329, 0.794, 0.311, -0.082, 0.075, 0
1.52, 1.396, -0.232, 0.133, -0.081, 0
3.104, -0.277, 0.154, 0.122, -0.103, 0
2.898, -0.254, 0.12, 0.135, -0.06, 0
2.299, 0.98, 0.783, -0.217, 0.221, 0
0.412, 3.66, -0.606, -0.343, -0.159, 0
2.942, 0.581, -0.131, 0.089, 0.06, 0
0.23, 1.749, -0.395, 0.34, -0.12, 0
2.203, 1.252, 0.462, 0.437, -0.235, 0
1.956, 1.436, -0.279, 0.231, -0.102, 0
0.528, 3.087, -0.664, -0.29, -0.186, 0
0.207, 1.141, 1.935, -0.548, -0.229, 0
0.056, 0.245, 0.364, -0.428, 0.0, 0
3.53, -0.271, 0.181, -0.078, 0.071, 0
2.302, 0.351, -0.09, -0.052, 0.045, 0
1.776, 1.123, -0.177, -0.071, 0.073, 0
1.619, 1.55, -0.28, -0.1, 0.0, 0
0.541, 2.446, 1.583, -0.44, -0.212, 0
3.133, 0.656, 0.181, 0.117, -0.067, 0
1.301, 2.591, -0.415, -0.246, -0.286, 0
2.045, 0.531, 2.079, -0.445, -0.161, 0
3.542, -0.331, -0.158, 0.077, 0.064, 0
0.148, 1.029, 2.467, -0.672, 0.0, 0
1.706, 2.23, -0.347, 0.568, 0.504, 0
0.383, 1.686, 0.65, -0.256, -0.17, 0
0.657, 0.49, 0.812, 2.008, -0.561, 0
1.91, 0.496, 0.188, 0.15, -0.149, 0
1.952, 0.499, 0.188, 0.151, -0.149, 0
1.126, 2.136, 0.629, -0.165, -0.191, 0
0.635, 3.459, -0.525, -0.291, 0.332, 0
0.536, 3.273, -0.604, -0.307, -0.356, 0
0.369, 1.723, 1.396, -0.502, -0.282, 0
0.523, 2.466, -0.731, 0.345, 0.0, 0
0.346, 1.786, 1.235, 0.459, -0.209, 0
1.482, 1.573, 0.795, 0.349, 0.318, 0
1.654, 1.517, 0.68, 0.716, 0.826, 0
2.521, 0.476, 0.192, 0.147, -0.05, 0
1.312, 1.38, 0.337, -0.154, -0.075, 0
1.203, 2.256, -0.356, -0.157, -0.108, 0
0.531, 3.435, -0.592, -0.239, -0.165, 0
0.441, 2.011, 0.847, 0.308, 0.0, 0
-0.144, 1.214, 1.673, -0.53, -0.214, 0
2.287, -0.234, 0.215, 0.176, -0.085, 0
1.063, 2.585, -0.415, -0.175, -0.116, 0
2.982, 0.346, 1.35, 0.51, -0.234, 0
0.475, 2.938, -0.677, -0.248, -0.149, 0
-0.102, 0.692, 1.585, 1.197, 0.0, 0
0.094, 0.926, 1.599, -0.563, -0.305, 0
0.334, 1.312, 0.99, 0.464, -0.201, 0
0.231, 1.136, 2.493, -0.638, 0.0, 0
0.117, 0.571, 1.476, 1.128, -0.35, 0
0.683, 3.51, -0.562, 0.319, 0.275, 0
0.498, 3.28, -0.608, -0.242, 0.0, 0
3.542, 0.562, 0.413, -0.096, -0.055, 0
0.252, 1.166, 3.149, -0.726, -0.404, 0
2.581, 0.735, 0.341, -0.08, 0.067, 0
0.665, 2.972, -0.438, 0.256, -0.126, 0
1.639, 2.471, -0.466, -0.2, -0.11, 0
0.635, 3.127, -0.56, -0.274, -0.393, 0
0.151, 0.302, 0.409, 0.853, 1.596, 0
1.723, 2.168, -0.377, -0.281, 0.723, 0
0.647, 3.212, -0.483, -0.223, -0.146, 0
0.339, 1.148, 2.217, -0.623, 0.628, 0
0.269, 1.522, 1.144, -0.469, 0.338, 0
1.104, 2.076, 0.701, 1.452, -0.314, 0
1.396, 2.19, -0.475, 0.617, 0.98, 0
2.956, 0.36, 1.436, -0.266, -0.128, 0
0.335, 2.197, -0.365, -0.168, -0.104, 0
0.425, 1.439, 0.424, 0.275, 0.0, 0
3.724, -0.302, -0.128, -0.083, -0.061, 0
1.232, 1.073, -0.213, -0.08, -0.056, 0
0.436, 2.561, 1.097, 0.802, 0.0, 0
0.221, 1.392, 1.834, -0.615, -0.266, 0
2.981, 0.531, -0.134, -0.093, -0.058, 0
2.64, 0.625, 0.155, 0.106, 0.058, 0
0.762, 1.413, 0.5, 0.195, -0.081, 0
2.158, 0.882, -0.128, 0.112, 0.11, 0
1.292, 1.044, -0.364, 0.134, 0.0, 0
0.495, 2.202, -0.38, -0.156, -0.088, 0
0.226, 1.272, 1.624, -0.461, 0.0, 0
0.898, 1.405, -0.344, -0.113, 0.0, 0
0.425, 3.034, -0.423, -0.182, 0.178, 0
1.766, 1.457, 0.509, 0.27, 0.797, 0
0.294, 0.453, 1.748, 0.946, 1.138, 0
2.314, 0.674, -0.091, -0.059, 0.048, 0
0.113, 0.303, 0.498, 2.092, -0.919, 0
0.194, 1.262, 1.72, 0.754, 0.0, 0
0.385, 1.242, 0.828, -0.34, 0.466, 0
2.513, 0.349, 0.845, 1.461, -0.371, 0
1.254, 2.545, -0.44, 0.227, 0.165, 0
0.211, 1.58, 1.101, 0.498, 0.0, 0
2.602, 0.404, 0.131, 0.1, 0.059, 0
0.069, 0.269, 0.337, 0.931, 1.571, 0
2.544, 0.78, 0.363, 0.243, 0.533, 0
0.68, 2.254, -0.532, -0.215, 0.0, 0
1.62, 2.64, -0.457, 0.609, -0.213, 0
2.638, 0.482, 0.179, 0.133, -0.052, 0
-0.174, 1.629, 1.45, 0.648, 0.387, 0
2.619, 0.853, -0.161, 0.091, -0.048, 0
0.594, 3.102, -0.502, -0.196, -0.137, 0
2.954, 0.951, 0.729, 0.326, -0.126, 0
1.067, 2.209, -0.336, -0.142, 0.106, 0
0.718, 2.29, -0.316, -0.155, 0.12, 0
0.279, 1.735, 1.006, 0.443, -0.189, 0
1.677, 1.266, 0.522, 0.394, -0.206, 0
0.595, 1.653, -0.345, 0.205, -0.084, 0
3.294, 0.435, -0.123, 0.089, -0.053, 0
1.303, 1.852, -0.364, 0.406, 1.379, 0
0.734, 2.821, 1.114, 0.415, -0.179, 0
1.121, 1.599, 0.512, 0.329, -0.275, 0
0.529, 2.477, 0.875, -0.484, 1.482, 0
0.459, 1.882, -0.37, -0.157, -0.102, 0
0.823, 2.79, -0.414, 0.299, -0.225, 0
0.33, 1.209, 2.637, -0.73, 0.0, 0
2.441, 1.09, -0.266, 0.204, 0.182, 0
-0.097, 1.037, 1.396, -0.632, -0.307, 0
2.756, 0.266, 0.158, 0.194, -0.063, 0
2.935, 1.03, 0.732, -0.147, -0.075, 0
1.157, 2.585, -0.426, 0.701, 0.552, 0
0.414, 1.584, 1.4, 0.571, -0.458, 0
0.345, 2.558, -0.677, -0.497, 1.361, 0
0.83, 1.972, -0.46, -0.185, 0.0, 0
0.413, 1.824, 1.1, 0.434, -0.262, 0
1.896, 0.648, 0.207, 0.138, -0.072, 0
1.21, 2.399, -0.493, 0.288, -0.15, 0
0.146, 0.612, 1.355, 2.002, -0.641, 0
0.382, 2.454, 0.913, -0.57, 0.0, 0
1.577, 1.626, 0.78, 0.399, 0.394, 0
0.584, 2.874, -0.821, 0.521, -0.205, 0
3.287, 0.432, 0.511, 0.7, -0.245, 0
0.705, 2.407, -0.348, -0.18, -0.124, 0
3.043, -0.317, 0.15, -0.072, -0.053, 0
1.146, 1.998, 0.64, -0.189, -0.178, 0
0.158, 0.281, 0.389, 1.072, 1.464, 0
0.25, 1.027, 2.634, -0.859, 0.611, 0
1.781, 1.57, -0.209, -0.115, 0.086, 0
0.129, 0.355, 0.724, 1.469, 0.0, 0
0.238, 2.446, -0.545, 0.576, 0.0, 0
0.212, 1.31, 2.543, -0.806, 0.0, 0
2.242, 1.108, -0.148, 0.11, -0.056, 0
0.657, 0.49, 0.812, 2.008, -0.561, 0
2.321, 0.483, 0.174, 0.106, 0.105, 0
0.342, 1.401, 2.404, -0.665, 0.0, 0
2.348, 0.283, 0.143, 0.163, -0.064, 0
0.301, 1.809, -0.281, -0.138, -0.095, 0
2.095, 0.66, -0.09, 0.068, -0.04, 0
2.036, 1.325, 0.513, 0.373, -0.135, 0
1.122, 2.532, -0.358, -0.158, 0.272, 0
2.859, -0.254, -0.116, 0.081, 0.068, 0
0.402, 2.047, -0.326, -0.175, -0.092, 0
0.27, 1.23, 2.807, -0.812, -0.394, 0
0.152, 1.282, 0.796, 0.335, 0.0, 0
0.982, 2.68, -0.574, 0.265, 0.168, 0
1.58, 1.639, 0.709, 0.28, 0.357, 0
3.397, -0.285, 0.183, 0.114, -0.059, 0
2.53, -0.211, 0.213, 0.152, -0.059, 0
2.061, 1.922, -0.293, 0.174, 0.114, 0
0.488, 2.179, 1.624, 0.58, -0.233, 0
0.192, 0.982, 2.439, 0.961, -0.506, 0
3.598, -0.319, -0.143, 0.078, -0.054, 0
2.239, 0.89, 0.354, 0.245, 0.556, 0
0.89, 1.42, -0.319, -0.097, 0.09, 0
2.996, 0.619, 0.134, -0.067, -0.032, 0
0.715, 2.722, -0.493, -0.281, 1.049, 0
0.325, 1.122, 2.831, -0.798, -0.366, 0
0.223, 1.357, 1.34, -0.372, -0.238, 0
1.009, 2.476, -0.405, 0.426, 1.02, 0
0.71, 2.25, 0.718, 0.272, -0.117, 0
0.186, 1.112, 0.9, 1.309, -0.495, 0
2.035, 1.232, -0.204, 0.103, -0.063, 0
