@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.145, 0.392, 0.477, 2.189, -0.911, 0
0.79, 2.386, -0.403, 0.24, 0.164, 0
0.268, 1.599, 0.712, 0.28, -0.11, 0
0.512, 2.054, -0.377, 0.473, 1.449, 0
1.086, 1.163, -0.272, -0.118, -0.06, 0
0.087, 0.302, 0.304, 0.535, 0.0, 0
0.222, 1.521, 1.321, -0.514, 0.0, 0
1.051, 2.063, -0.427, 0.231, -0.132, 0
0.383, 2.973, -0.529, -0.241, -0.153, 0
2.885, -0.282, 1.362, 0.503, -0.216, 0
0.121, 0.582, 1.368, 2.225, 0.0, 0
0.767, 1.165, 0.339, -0.1, -0.065, 0
0.131, 0.316, 0.492, -0.883, 0.0, 0
4.107, 0.607, -0.107, -0.047, -0.033, 0
0.213, 1.071, 2.003, -0.609, -0.229, 0
0.181, 1.132, 2.038, -0.56, 0.0, 0
1.644, 1.98, 0.579, 1.252, -0.293, 0
0.451, 1.433, -0.363, -0.198, -0.189, 0
3.483, 0.479, -0.134, 0.108, 0.082, 0
1.929, 0.828, 0.178, 0.163, 0.159, 0
1.032, 2.486, -0.491, 0.28, 0.607, 0
0.169, 1.441, 1.267, 0.545, -0.214, 0
1.26, 0.695, -0.122, 0.112, 0.109, 0
2.646, 0.98, -0.149, -0.092, -0.039, 0
3.341, -0.275, -0.106, -0.069, -0.051, 0
0.405, 3.056, -0.609, -0.304, -0.271, 0
0.288, 1.247, 2.861, -0.914, -0.366, 0
0.799, 2.609, -0.435, -0.262, -0.246, 0
1.972, 2.6, -0.411, 0.303, 0.2, 0
0.279, 1.395, 2.985, -0.752, 0.0, 0
0.711, 2.448, -0.47, 0.255, 0.166, 0
0.352, 1.16, 1.638, 0.621, -0.535, 0
-0.712, 0.483, 0.166, 0.148, -0.082, 0
-0.668, -0.709, -0.391, -0.143, -0.089, 0
0.505, 1.929, 2.448, -0.626, -0.321, 0
0.247, 1.17, 2.051, -0.56, 0.573, 0
1.667, 1.272, -0.24, 0.204, 0.163, 0
2.411, 1.293, 0.256, 0.226, -0.103, 0
3.167, 0.529, -0.143, 0.172, -0.063, 0
0.448, 2.024, 0.899, 0.33, 0.0, 0
3.684, 0.362, -0.1, -0.07, 0.052, 0
3.221, 0.509, -0.151, 0.16, -0.06, 0
3.665, 0.822, -0.158, -0.087, -0.055, 0
1.188, 2.725, -0.47, -0.186, 0.39, 0
0.925, 2.303, -0.408, -0.144, -0.084, 0
0.555, 2.197, -0.337, 0.199, -0.146, 0
2.146, 0.439, 0.159, 0.129, -0.139, 0
0.359, 1.057, 2.371, -0.781, -0.393, 0
2.222, 1.239, 0.352, 0.147, -0.095, 0
2.286, 1.321, 0.696, -0.171, 0.204, 0
1.543, 1.994, -0.283, -0.126, 0.103, 0
0.695, 1.923, -0.27, -0.128, -0.07, 0
3.259, 0.65, 0.176, 0.112, -0.066, 0
0.192, 1.594, 2.314, -0.694, 0.0, 0
0.197, 2.013, 1.871, -0.6, -0.234, 0
0.378, 1.737, 1.078, -0.445, 0.0, 0
0.88, 2.143, 0.546, 0.306, -0.234, 0
0.965, 1.317, -0.295, -0.121, -0.067, 0
2.916, 0.539, -0.126, 0.125, -0.06, 0
1.214, 1.716, -0.243, -0.108, 0.1, 0
0.636, 0.8, 1.945, 0.737, 0.362, 0
0.338, 1.087, 2.791, -0.824, -0.381, 0
0.77, 2.496, -0.402, 0.24, 0.163, 0
0.135, 0.606, 1.343, 2.28, 0.0, 0
0.159, 1.028, 1.872, -0.768, -0.553, 0
0.356, 1.503, 1.271, -0.396, -0.193, 0
2.072, 0.268, -0.11, 0.081, -0.082, 0
2.141, 1.604, 1.045, -0.292, -0.134, 0
1.204, 0.779, 0.25, -0.105, 0.122, 0
1.512, 2.058, 0.567, 0.668, 0.487, 0
1.134, 0.882, -0.142, 0.07, 0.078, 0
0.195, 1.204, 1.497, -0.432, 0.0, 0
1.936, 0.848, 0.203, 0.154, 0.112, 0
1.331, 1.429, 0.662, 1.619, -0.467, 0
0.36, 1.966, 0.718, 0.319, -0.182, 0
0.378, 1.673, 0.824, 0.405, -0.173, 0
0.951, 2.417, -0.392, 0.438, 0.924, 0
0.55, 1.931, -0.482, -0.207, -0.128, 0
2.786, -0.269, 0.124, 0.11, 0.063, 0
0.35, 2.637, -0.533, -0.26, -0.136, 0
0.608, 2.771, -0.436, 0.249, -0.268, 0
0.179, 1.489, 1.166, 0.601, 0.0, 0
0.374, 1.254, 1.206, 0.576, -0.215, 0
1.903, 1.271, -0.244, 0.122, 0.098, 0
0.48, 1.042, 1.914, -0.442, -0.221, 0
0.288, 1.931, 1.916, -0.618, 0.0, 0
3.237, 0.521, 1.084, -0.263, -0.096, 0
0.828, 2.132, -0.487, -0.205, -0.147, 0
2.328, 0.582, -0.107, 0.077, -0.038, 0
0.228, 1.354, 1.264, -0.39, 0.246, 0
1.05, 1.982, 0.613, 1.541, -0.359, 0
3.381, 0.566, 0.22, 0.202, 0.565, 0
0.205, 1.433, 0.976, 0.327, 0.198, 0
1.017, 2.97, -0.393, -0.158, -0.138, 0
0.205, 1.397, 1.363, 0.508, -0.177, 0
0.082, 0.389, 0.378, -0.617, 1.555, 0
0.362, 1.662, 2.35, -0.636, 0.0, 0
1.31, 2.463, -0.334, -0.148, -0.103, 0
0.255, 1.078, 2.834, -0.775, 0.0, 0
0.864, 1.505, -0.241, -0.13, 0.097, 0
0.181, 1.783, 2.053, -0.661, -0.25, 0
0.847, 1.717, 0.516, 0.312, -0.322, 0
1.007, 2.845, -0.424, 0.422, 0.617, 0
2.946, 1.555, -0.247, -0.097, -0.066, 0
0.427, 1.543, 0.576, -0.193, -0.123, 0
1.625, 1.636, 0.389, -0.134, 0.125, 0
0.237, 1.014, 2.321, -0.849, 0.0, 0
0.147, 0.817, 1.534, 1.705, 0.0, 0
0.305, 2.821, -0.423, -0.432, 1.228, 0
1.052, 2.272, -0.433, -0.186, 0.744, 0
2.099, 0.889, -0.175, 0.09, -0.076, 0
0.566, 2.962, -0.624, 0.388, -0.181, 0
2.117, 1.646, 0.982, -0.302, -0.129, 0
0.104, 0.463, 1.052, 2.313, 0.0, 0
2.793, 0.551, 0.577, 0.686, 0.4, 0
0.228, 0.471, 1.647, 1.183, 0.704, 0
0.619, 1.695, -0.579, -0.233, -0.163, 0
0.219, 1.447, 2.493, -0.868, -0.375, 0
0.308, 1.127, 2.844, -0.784, -0.377, 0
0.794, 1.828, 0.782, -0.201, 0.12, 0
0.422, 1.875, 1.571, -0.461, 0.272, 0
1.952, 1.886, 0.387, 0.323, 0.409, 0
0.33, 1.541, 1.985, -0.539, 0.0, 0
0.576, 2.703, 1.06, 0.599, -0.229, 0
1.304, 1.219, -0.234, 0.12, 0.094, 0
2.116, 2.138, 0.544, 0.57, 0.265, 0
0.134, 0.334, 0.428, 1.189, 0.0, 0
0.103, 0.459, 0.986, 0.0, 0.0, 0
-0.239, 3.211, -0.684, -0.311, -0.169, 0
3.065, 0.355, -0.113, -0.073, 0.063, 0
0.558, 3.17, -0.711, -0.281, 0.197, 0
2.675, 0.309, 0.452, 0.984, -0.225, 0
2.198, 0.27, 0.513, 1.842, -0.529, 0
0.541, 2.888, -0.673, -0.254, -0.152, 0
0.499, 2.156, 1.685, -0.588, 0.0, 0
2.321, 0.872, 0.503, 1.212, -0.375, 0
1.219, 2.015, -0.417, -0.187, 0.156, 0
1.942, 0.607, 0.137, 0.203, -0.139, 0
0.072, 0.265, 0.359, 1.007, 0.0, 0
0.266, 0.825, 2.484, -0.527, -0.319, 0
0.708, 2.221, -0.545, -0.188, 0.0, 0
0.307, 2.782, -0.427, -0.206, -0.138, 0
3.061, 0.583, 0.224, 0.326, -0.088, 0
0.236, 1.741, 0.822, 0.382, -0.175, 0
0.885, 2.87, -0.414, -0.173, -0.117, 0
1.95, 1.598, 0.495, 0.252, 0.503, 0
1.144, 2.693, -0.415, -0.174, -0.104, 0
0.383, 1.267, 1.145, 0.575, -0.212, 0
3.041, 1.383, -0.265, 0.691, -0.179, 0
1.989, 1.975, 0.622, -0.18, -0.102, 0
0.958, 1.627, -0.302, 0.193, -0.089, 0
1.495, 2.295, 0.593, 0.225, 0.134, 0
0.674, 2.695, 0.917, 0.309, 0.184, 0
3.163, -0.265, 0.107, 0.096, -0.086, 0
0.593, 2.197, 1.393, -0.351, -0.151, 0
2.063, 0.363, -0.091, 0.09, -0.052, 0
1.012, 1.612, -0.3, 0.203, -0.092, 0
0.85, 2.377, -0.438, 0.381, 1.378, 0
0.141, 1.079, 1.308, -0.341, -0.166, 0
0.227, 1.501, 1.921, 0.993, 1.152, 0
0.648, 2.694, -0.482, -0.24, -0.14, 0
0.671, 1.538, -0.334, 0.191, -0.129, 0
0.273, 2.686, -0.421, 0.465, 1.47, 0
1.481, 1.592, -0.328, -0.385, 1.379, 0
3.054, -0.324, 0.275, 0.407, -0.238, 0
0.091, 0.443, 0.427, 0.738, -0.721, 0
0.622, 3.087, -0.758, -0.252, -0.155, 0
3.892, -0.241, 0.488, -0.127, -0.066, 0
0.567, 1.824, 1.135, 0.347, 0.0, 0
0.134, 0.612, 1.455, 2.024, 0.0, 0
1.735, 1.654, 1.561, -0.351, -0.165, 0
2.089, 0.672, -0.1, 0.078, 0.065, 0
2.944, 1.111, 0.37, 0.258, 0.308, 0
3.287, 0.685, 0.277, 0.871, -0.201, 0
1.607, 2.311, -0.381, 0.222, 0.163, 0
1.041, 1.96, -0.318, 0.195, -0.41, 0
0.976, 0.774, -0.182, -0.091, 0.111, 0
2.309, 1.809, -0.363, 0.917, -0.26, 0
1.947, 0.99, 0.181, 0.14, 0.135, 0
2.848, 0.753, 1.285, -0.31, -0.125, 0
0.257, 1.734, 0.932, 0.734, -0.291, 0
1.007, 2.844, -0.424, 0.422, 0.617, 0
0.403, 1.803, 1.168, 0.516, -0.229, 0
0.142, 1.051, 1.96, -0.564, 0.0, 0
0.072, 1.116, -0.282, 0.624, -0.243, 0
0.119, 0.807, 1.294, 1.762, 0.0, 0
0.195, 1.18, 1.363, -0.373, -0.152, 0
1.404, 1.81, -0.342, -0.125, -0.085, 0
1.139, 0.866, 0.238, 0.096, 0.081, 0
2.558, 0.561, 0.573, 0.475, 0.341, 0
0.456, 1.513, 2.206, -0.545, 0.0, 0
0.239, 0.547, 0.397, 0.904, 1.064, 0
1.065, 2.259, -0.486, 0.252, 0.342, 0
3.104, -0.277, 0.154, 0.122, -0.103, 0
2.898, -0.254, 0.12, 0.135, -0.06, 0
2.299, 0.98, 0.783, -0.217, 0.221, 0
0.412, 3.66, -0.606, -0.343, -0.159, 0
2.942, 0.581, -0.131, 0.089, 0.06, 0
0.23, 1.749, -0.395, 0.34, -0.12, 0
2.203, 1.252, 0.462, 0.437, -0.235, 0
1.956, 1.436, -0.279, 0.231, -0.102, 0
0.528, 3.087, -0.664, -0.29, -0.186, 0
3.22, 0.598, 0.316, 0.096, -0.052, 0
2.302, 0.351, -0.09, -0.052, 0.045, 0
1.776, 1.123, -0.177, -0.071, 0.073, 0
0.098, 0.335, 0.508, 1.478, 0.0, 0
1.619, 1.55, -0.28, -0.1, 0.0, 0
0.541, 2.446, 1.583, -0.44, -0.212, 0
2.084, 1.911, 0.883, -0.24, 0.154, 0
3.133, 0.656, 0.181, 0.117, -0.067, 0
0.719, 2.628, -0.487, 0.253, -0.233, 0
2.045, 0.531, 2.079, -0.445, -0.161, 0
3.542, -0.331, -0.158, 0.077, 0.064, 0
0.148, 1.029, 2.467, -0.672, 0.0, 0
1.706, 2.23, -0.347, 0.568, 0.504, 0
1.515, 1.091, -0.152, -0.072, 0.068, 0
1.91, 0.496, 0.188, 0.15, -0.149, 0
1.952, 0.499, 0.188, 0.151, -0.149, 0
0.53, 2.274, -0.541, -0.186, 0.129, 0
3.393, 0.377, -0.111, -0.077, -0.055, 0
0.635, 3.459, -0.525, -0.291, 0.332, 0
0.369, 1.723, 1.396, -0.502, -0.282, 0
0.218, 1.149, 2.683, -0.724, -0.426, 0
0.523, 2.466, -0.731, 0.345, 0.0, 0
2.342, 1.805, -0.33, 1.068, -0.276, 0
0.346, 1.786, 1.235, 0.459, -0.209, 0
1.482, 1.573, 0.795, 0.349, 0.318, 0
1.654, 1.517, 0.68, 0.716, 0.826, 0
2.521, 0.476, 0.192, 0.147, -0.05, 0
0.531, 3.435, -0.592, -0.239, -0.165, 0
0.441, 2.011, 0.847, 0.308, 0.0, 0
-0.144, 1.214, 1.673, -0.53, -0.214, 0
0.56, 2.372, 0.751, 0.278, 0.199, 0
2.287, -0.234, 0.215, 0.176, -0.085, 0
1.063, 2.585, -0.415, -0.175, -0.116, 0
2.982, 0.346, 1.35, 0.51, -0.234, 0
0.475, 2.938, -0.677, -0.248, -0.149, 0
-0.102, 0.692, 1.585, 1.197, 0.0, 0
0.561, 3.053, -0.613, 0.388, -0.175, 0
0.334, 1.312, 0.99, 0.464, -0.201, 0
0.263, 0.913, 2.603, -0.687, -0.337, 0
0.117, 0.571, 1.476, 1.128, -0.35, 0
2.654, 1.16, 0.396, 0.394, 0.218, 0
3.542, 0.562, 0.413, -0.096, -0.055, 0
0.252, 1.166, 3.149, -0.726, -0.404, 0
2.581, 0.735, 0.341, -0.08, 0.067, 0
0.665, 2.972, -0.438, 0.256, -0.126, 0
2.51, 1.063, 0.852, 0.72, -0.21, 0
0.635, 3.127, -0.56, -0.274, -0.393, 0
0.151, 0.302, 0.409, 0.853, 1.596, 0
1.723, 2.168, -0.377, -0.281, 0.723, 0
0.647, 3.212, -0.483, -0.223, -0.146, 0
0.339, 1.148, 2.217, -0.623, 0.628, 0
0.269, 1.522, 1.144, -0.469, 0.338, 0
0.796, 0.545, 1.334, 2.268, -0.653, 0
3.097, 0.575, 0.228, 0.275, -0.078, 0
1.104, 2.076, 0.701, 1.452, -0.314, 0
0.981, 2.268, -0.337, 0.189, -0.161, 0
1.396, 2.19, -0.475, 0.617, 0.98, 0
0.335, 2.197, -0.365, -0.168, -0.104, 0
-0.109, 1.071, 1.948, -0.623, -0.391, 0
0.425, 1.439, 0.424, 0.275, 0.0, 0
0.383, 2.201, 1.691, 0.739, -0.347, 0
1.232, 1.073, -0.213, -0.08, -0.056, 0
0.221, 1.392, 1.834, -0.615, -0.266, 0
2.981, 0.531, -0.134, -0.093, -0.058, 0
0.935, 2.671, -0.605, -0.191, 0.793, 0
0.366, 1.494, 1.248, -0.413, -0.182, 0
2.158, 0.882, -0.128, 0.112, 0.11, 0
0.363, 2.737, -0.383, -0.185, 0.169, 0
1.292, 1.044, -0.364, 0.134, 0.0, 0
0.495, 2.202, -0.38, -0.156, -0.088, 0
0.226, 1.272, 1.624, -0.461, 0.0, 0
1.472, 0.728, -0.13, 0.112, 0.121, 0
0.425, 3.034, -0.423, -0.182, 0.178, 0
1.766, 1.457, 0.509, 0.27, 0.797, 0
0.294, 0.453, 1.748, 0.946, 1.138, 0
0.113, 0.303, 0.498, 2.092, -0.919, 0
1.909, 2.524, -0.418, 0.371, -0.197, 0
0.385, 1.242, 0.828, -0.34, 0.466, 0
0.808, 1.69, -0.371, -0.151, -0.103, 0
1.254, 2.545, -0.44, 0.227, 0.165, 0
2.602, 0.404, 0.131, 0.1, 0.059, 0
0.13, 0.394, 0.507, 1.837, 0.985, 0
2.544, 0.78, 0.363, 0.243, 0.533, 0
1.62, 2.64, -0.457, 0.609, -0.213, 0
2.364, 0.747, 0.321, -0.078, 0.068, 0
0.273, 1.758, 0.817, 0.332, 0.162, 0
2.638, 0.482, 0.179, 0.133, -0.052, 0
-0.174, 1.629, 1.45, 0.648, 0.387, 0
0.594, 3.102, -0.502, -0.196, -0.137, 0
2.954, 0.951, 0.729, 0.326, -0.126, 0
2.975, 0.585, -0.127, 0.086, -0.05, 0
1.067, 2.209, -0.336, -0.142, 0.106, 0
0.718, 2.29, -0.316, -0.155, 0.12, 0
0.279, 1.735, 1.006, 0.443, -0.189, 0
1.677, 1.266, 0.522, 0.394, -0.206, 0
0.595, 1.653, -0.345, 0.205, -0.084, 0
3.294, 0.435, -0.123, 0.089, -0.053, 0
0.359, 0.601, 1.712, 0.928, 0.925, 0
0.734, 2.821, 1.114, 0.415, -0.179, 0
0.529, 2.477, 0.875, -0.484, 1.482, 0
0.459, 1.882, -0.37, -0.157, -0.102, 0
0.823, 2.79, -0.414, 0.299, -0.225, 0
0.33, 1.209, 2.637, -0.73, 0.0, 0
2.441, 1.09, -0.266, 0.204, 0.182, 0
2.756, 0.266, 0.158, 0.194, -0.063, 0
0.154, 0.532, 0.93, 1.668, -0.542, 0
0.277, 1.079, 2.757, -0.688, 0.0, 0
2.935, 1.03, 0.732, -0.147, -0.075, 0
1.157, 2.585, -0.426, 0.701, 0.552, 0
0.345, 2.558, -0.677, -0.497, 1.361, 0
0.83, 1.972, -0.46, -0.185, 0.0, 0
0.145, 0.331, 0.458, -0.741, 0.0, 0
0.413, 1.824, 1.1, 0.434, -0.262, 0
1.896, 0.648, 0.207, 0.138, -0.072, 0
0.773, 2.152, -0.639, -0.244, 0.185, 0
1.21, 2.399, -0.493, 0.288, -0.15, 0
0.733, 2.867, -0.516, -0.299, 0.915, 0
3.025, -0.273, 0.17, 0.27, -0.095, 0
0.146, 0.612, 1.355, 2.002, -0.641, 0
0.346, 1.789, 0.629, 0.268, 0.137, 0
0.382, 2.454, 0.913, -0.57, 0.0, 0
1.577, 1.626, 0.78, 0.399, 0.394, 0
0.584, 2.874, -0.821, 0.521, -0.205, 0
3.287, 0.432, 0.511, 0.7, -0.245, 0
3.043, -0.317, 0.15, -0.072, -0.053, 0
0.158, 0.281, 0.389, 1.072, 1.464, 0
0.25, 1.027, 2.634, -0.859, 0.611, 0
2.726, 0.966, 0.467, 0.455, 0.228, 0
0.238, 2.446, -0.545, 0.576, 0.0, 0
1.674, 1.764, 1.365, -0.238, -0.118, 0
0.657, 0.49, 0.812, 2.008, -0.561, 0
2.321, 0.483, 0.174, 0.106, 0.105, 0
2.095, 0.66, -0.09, 0.068, -0.04, 0
1.122, 2.532, -0.358, -0.158, 0.272, 0
2.859, -0.254, -0.116, 0.081, 0.068, 0
0.402, 2.047, -0.326, -0.175, -0.092, 0
1.051, 2.748, -0.42, 0.301, 0.619, 0
0.27, 1.23, 2.807, -0.812, -0.394, 0
0.982, 2.68, -0.574, 0.265, 0.168, 0
0.39, 1.445, 2.949, -0.728, -0.313, 0
3.397, -0.285, 0.183, 0.114, -0.059, 0
